Ulasan,Rating,Membantu
"Lumayan, mines nya lampu depan gak nyala. Tapi overall suara dah bagus dan bass udah kerasa",4,0
"Beli dia ttp saja sm2 ngedropnya,gak bisa lama  padahal ngecharge full",4,0
"Quality of work: Buat harga 30rb ya cocok lah ya
Performance: Bagus cuma buat telfonan suaranya kecil",5,0
"Headset nya bagus lucu dan berfungsi dengan baik smoga awet ,, pengiriman nya juga cepat",5,0
TWS aku sebelah ga ada suara nya,1,0
"Paket sudah sampai kemarin, bagus suaranya jg jernih bagus banget sangat recommended pokoknya,,, jangan ragu beli ditoko ini",5,0
"Kejernihan lensa: jernih,tapi kadang yg satu mati,tapi kalo jernih ini super jernih si ngga kresek"" smsek",4,0
"Sangat bagus headsetnya,  sudah beberapa x jatuh pun tetap aman",5,0
"Pengirimannnya cepat, respon penjualnya baik dan sangat ramah, cuma satu cas headsetnya gak bisa di gunakan, selebihnya gak ada masalah dan worth it banget🥰 terimakasih",5,0
Ini bukan pro 6 asli but it's okay lumayan lah suaranya juha nge-bass hampir sama kyk yg asli buat kalian yang kecewa jangan salahin tokonya karena kalian tau sendiri... ,4,0
Suaranya sangat jelas banget bagus banget saya suka banget sma produknya,5,0
Uk nya beda dgn sy pikirkan . Tp lucu lah gak butuh space byk  klo bawa tas kecil. Suara yg dihasilkan cukup good untuk harga segini. Worth to buy lah intinya buat kalian... ,4,0
"Lumayan dengan harga yang segitu, semoga awet dan tahan lama",5,0
jangan beli ditoko ini twsnya hidup satu,1,0
"Bagus ,ga ada yang cacat , suaranya jelas",5,0
"Kualitas bagus sekali saya suka sekali 
Suaranya mantap",5,0
Bagusssss awalnya agak khawatir karena yg biru kok susah banget dihubungin tapi udah bisa kok cuman agak bermasalah dikit buttt gapapa tetep bagusssss,5,0
Dateng dateng longgar penutupnya,1,0
Berfungsi dengan baik,5,0
Berfungsi dengan baik,5,0
Bagus sesuai lah dengan harganya,5,0
"baterai cepet habis, belum beberapa jam udah habis",4,0
"Sesuai pesanan suara nya nge bass...
Ttp amanah",5,0
"Alhamdulillah sampe dengan selamat tanpa ad kekurangan satupun . Suara headset jernih bgt , kekuatan baterai nya tahan lama . Tapi memang ga keliatan yaa pas ngchas nyaa... ",4,0
Headset sangat bagus,4,0
Kualitas suara sesuai dgn rate bintang ya,5,0
Suara yang satu kecil kadang mati sendiri kadang bunyi cuma satu,3,0
Barang sampe dengan selamat cuma kardusny robek tpi gpp aman berfungsi,5,0
"bagus, berfungsi dg baik.. pengiriman juga cepet",5,0
"Performa: Suara ny jernih tp gk terlalu nge-bass
Tp sy puas sm brg ny mudah2n awet y",5,0
headset nya bagus baterainya tahan lama aku suka warnyaa 🫰🏻,5,0
aku bukan pecinta pink tapi ini sukaaak,5,0
Performa: Mantab sesuai pesanan dan berfungsi sebagai mana mestinya,5,0
"Kualitas pengerjaan: Bagus
Kadang tersendat² mati hidup bluethoot",3,0
bagus bangett cuma agak lemot pas mau nyambungin,5,0
"bagus suara nya jernih, tapi yg nyala hanya sebelah kiri saja yg kanan gada suaranya",3,0
"enak suara nya kayak gada masalah, cuma kebesaran aja di kuping sama cepet habis batre",3,0
Belanja di tiktok emang the best pengiriman nya cepat gak kyk toko sebelah,5,0
"okee si, cuma chargernya yg diberikan dari situ tidak berfungsi, alhasil saya pake charger hp saya untuk mengecasnya.",3,0
"Kejernihan lensa: 6/10
Kualitas pengerjaan: 8/10
Performa: 7,5/10
kurang worth it mending beli yg bermerek",3,0
Bgus. Cuma pas ngeces nya gk keliatan penuh atau blm nya,4,0
"Kejernihan lensa: Oke
Kualitas pengerjaan: Oke
Performa: Oke",4,0
"Kejernihan lensa: Oke
Kualitas pengerjaan: Oke
Performa: Oke",5,0
"yang satu matii, ga nyala",4,0
Lumayan. Tapi kepala gerak dikit suka mati2an suaranya. 🙃,3,0
di cas udah seharian tapi waktu di pake gampang habis batrenya.,3,0
"Kejernihan lensa: Bagus
Kualitas pengerjaan: Ngebass",5,0
"Kecewa banget karena headset nya gak ada suaranya sebelah, pdhal di cas sampe Berjam"" karena aku kira batre nya yg habis, padahal emang kualitas nya yg kurang bagus🙏",3,0
Nyampenya cepet semoga bagus waktu dipakai nyoba dicas dulu,5,0
"Kejernihan lensa: Jernih bngt
Kualitas pengerjaan: Bagus",5,0
"punya saya satu tidak bisa di gunakan, pengiriman lumayan lamaa",4,0
Terimakasih barang sampai dengan baik aku sudah coba suara nya ngebas bagus lain kli pesan pesan lg,5,0
Barang sudah sampai dan berfungsi dengan baik,5,0
"Headset nya kadang mati sebelah, kalau di cas kadang jga gk msuk,,",3,0
Yang datang cuman gantungan tas,1,0
Bagus banget barangnya packingan rapi juga,5,0
"Kejernihan lensa: Bagus
Kualitas pengerjaan: Rapih
Performa: Sesuai ekspektasi
Trimakasih...",5,0
"LUCUUUKKKK, THANK UU KAKAA DAN KURIR NYA JUGA BAGUSS BANGETT💗💗💗💗",5,0
"Mantap bgt harga murah , rekomend bgt buat tws harga pelajar gak nyesel ada box + cargernya pokok nya mantap bgt",5,0
"Baguuuuuuuuusssss👍👍👍👍👍👍 
Lucu warna nya sesuai 🤏
🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍",5,0
"Batrenya cpet banget abiss, mana ke toel dikit langsung ga nyambung, rada ribet",3,0
Bagus tidak mengecewakan pokonya👍,5,0
"batrenya boros bgt bru di cas blm di pke udh berkurang baterai nya, tp tempat nya bgs",3,0
"Sesuai pesanan ,kualitas sesuai harga lah ya👌🏻",5,0
"Kejernihan lensa: baik
Kualitas pengerjaan: bagus",5,0
over all bagus tapi buat main free fire delay parah,3,0
"Performa: bagus
Kualitas pengerjaan: bagus",5,0
"smoga awet, tpi ini bkin telinga agak sakit",4,0
seler amanah sewai orderan mantap,5,0
"Kejernihan lensa: Ok
Kualitas pengerjaan: Ok
Performa: Ok",5,0
kenapa tidak bisa disambungkan dgn bluetooth? nama bluetoothny ap ya?,3,0
Mati sebeleh gabisa digunain,1,0
mantap lah sesuai harga kwalitasnya,4,0
"Kejernihan lensa: Ok
Kualitas pengerjaan: Bagus",5,0
Paket sdh mendarat dengan aman packingnya rapih kurir nya ramah nyaman banget di telinga kereeen,5,0
"Bagus, untuk harga 30k wort it bgt sii, semoga awet",5,0
"Kejernihan lensa: Jernis
Kualitas pengerjaan: Bagus",5,0
"Okeh, Barangnya bagus berfungsi dengan baikk",5,0
Suara bagus,5,0
yang satunya nggak bisa keluar suaranya/nggak nyala,2,0
Jelek tidak berfungsi alias mati di cas juga ga bisa,1,0
"Yang sebelah kiri nyala,yang sebelah kanan engga🙂",1,0
"Barangnya bagus,warnanya sesuai yg di pesen biar bintang yg menentukan.",5,0
"Barangnya bagus bgt sumpah dehh, kalian harus beli di tokonya y, Tnsk kk dan abang yang udah ngantar barang ak love y",5,0
Ada yg cacat,4,0
Tws nya mati sebelah,5,0
"Jelek, gak bisa dicas, lampu hijaunya menyala terus",1,0
Suaranya oke tapi koneksinya putus2 terus,2,0
Kurang ngebas dan batre cepat habis gak bertahan lama .. kecewa bgd dkirain ngebas,2,0
yg sebelah kiri kresek2 ga jelas trus suka tiba2 mati sendiri,2,0
"Kejernihan lensa: Kurang jernih
Kualitas pengerjaan: Kurang bagus
Performa: Kurang bagus",2,0
"Kejernihan lensa: GOOD
Kualitas pengerjaan: GOOD
Performa: GOOD",5,0
"Handset nya jelek eror sering mati , sering nyambung ke org .",1,0
"Bagus, berfungsi dg baik",5,0
"Barangnya rusak , satu tidak berfungsi kabelnya rusak juga",2,0
murah banget dengan harga segini puas banget😍,5,0
"Kecewa berat ngga berfungsi satu. Knpa ngga di cek dulu plis,",1,0
Baguss,5,0
cepet banget kirim nyaaa padahal baru 3/2 hari yg lalu pesenn,5,0
Mati sebelah mana batrainya cepet habis 😩,2,0
"saya beli 2 , 1 ny hidup tapi 1 ny lagi mati jadi gimana dong ini",2,0
"Suara yg keluar tidak jernih, tidak bass, mudah habis baterainya, gerak sedikit malah ke AI, sesuai dg harganya",2,0
barang sudah sampai kualitas nya bagus tapi kenapa cuma sebelah aja yang bunyi sebelah lagi engga sangat tidak memuaskan,1,0
"suaranya si bagus lumayan, tpi baterainya boros banget",2,0
ga yala meski udah di cas ber jam jam tapi tetep ga yala gimana dong kak jadi ga ke pake🖕🙄🙄,2,0
"Suara kecil, ga berfungsi dgn baik, baru aja dibuka dicoba pake udh copot sebelah",1,0
Tidak bisa ditutup rapatr,2,0
"Jelek barang nya ga nyala sama sekali,lain kali kalau mau jualan yang amanah",1,0
"apaan tws nya gede sebelah suaranya, yang kanan lebih besar yang kiri malah kecil suaranya",2,0
Suara jernih dan warnanya sesuai,5,0
Mff ngsih bintang 3 soalnya suaranya kresek kresek,3,0
"Gabisa nyala lagi, baru dipake satu lagu sudah mati di charger juga ga bisa nyala"" syg banget, padahal btrai nya 100%",1,0
"Tidak bisa berfungsi satu nya, cuma satu doang handset nya yg berfungsi",1,0
"Bagus si,tpi suaranya ngk bgs trus kaya serek serek",1,0
Soal harga ya lumayan cuman mines nya yang sebla Kananya pica pica suaranya,2,0
Cakep banget suaranya pas ditelinga,5,0
"suara nya suka mendem sendiri, sensor nya juga sensitif bgt gmpang mati""an",2,0
Mantap & jangan ragu suaranya jos jos,5,0
"Kecewa bgt abis btree ehh taunya ga bisa di cas,rusak tws ga bisa di cas",1,0
"Mengecewakan, yg sebelah kanan tidak hidup",1,0
MAaf boss kita jujur aja... Stelah di pake..agak jauh sama di vidio...batre kurng tahan.hendset rusak satu....sory ya boss kita jujur aja kasih ulasan,1,0
"suara ga bner Dateng""rusak 1 Al hasil ga ke pake",1,0
Kek kntl sebelah kanan ga bisa cuma sebelah kiri aja males bgt sumpah,1,0
Yang sebelah kanan gak bisa hidup jadi satu doang yg hidup nya🤦🤦🤦,1,0
Suaranya cuma bunyi satu kecewa ah mana jelek lg,1,0
"masa baru sampe tapi tidak nyala,udah saya cas padahal segala cara sudah saya coba",1,0
"kureng terlalu kecil, ga ngebas",4,0
Berfungsi dengan baik,5,0
"Ga bisa nyala bersamaan,nyalahnya terpisah",2,0
"Kejernihan lensa: ga nyambung
Kualitas pengerjaan: rusak",1,0
lumayan dengan harga segini,4,0
Suaranya cempreng beda sama punya saya yang beli dari dulu,1,0
Masa baru dateng udah mati udah di cas lama banget,1,0
Headset sebelah nya ga bisa di sambungin ke bluetooth nya,2,0
"pas nyampe cuma bisa satu yang nyala, setelah dicass pun hanya satu yang nyala, dan sy diemin, sy cass lg malah gabisa nyambung ke bluetooth tulisannya tidak dalam jangka... ",2,0
barang cacat ga usah di belii sumpahh cacat barang yahh ini di kasih bintang 5 biar paling atas,5,0
oke lah cuma baterai tws nya agak boros,4,0
"Kapok beli ini, Balum dipake , baru Dateng paket trus nyoba cas eh malah meledak",1,0
rusak 1 jir yg kanan ga bunyi apalah baru nyampe padahal,1,0
"Kejernihan lensa: Lumayan
Kualitas pengerjaan: Mantap",5,0
JELEKK BANGETT JELEKKKK. yg satunya lagi gabisa dipake sial. udah di gimana gimana in juga tetep ga nyala.,1,0
Alhamdulillah barang SDH sampai tepat waktu produk bagus sesuai pemesanan,5,0
Barang sudah sampe tapi mati sebelah,4,0
"Hedsetnya tidak berfungsi dengan baik satu , kecewa beli Disini 😡😡😡",1,0
Bagussssssssssssssssssssssssss bangetttttttttttttttttttttttttt,5,0
hetsetnya kenapa bunyi cmn sebelah aja ya ka tolong,1,0
"Maaf ya kak barang produk nya rusak ,kok bisa kirim yg rusak 🙏🙏🥺",1,0
anjng bgt ni toko punya gw mati sebelah jelek barang nya kekbekas,1,0
Masa syaa ngecas henset lampu nyaa gak nyalah si,1,0
Murahhh tapi ga murahan👍🏻👍🏻🫠,5,0
buat harga segini udah bagus bngt,5,0
Pas dipakek malah sering Ter putus sendiri sambungan nyaa aduhhh,1,0
nyesel gua belii tai baru gua pake 2 hari udah kga ada suara nya gimana siih,1,0
Produk sangat bagus tapi kurang nge bas,4,0
"Alhamdulillah barangnya sudah sampai dg Peking nya rapi 
dan kurir nya sangat baik ramah..",5,0
"Biasa aja, suaranya gk terlalu ngebas",4,0
parah banget baru juga paket Dateng pas di coba cas gbisa,1,0
Kacau barang rusak dikirim,1,0
Barang datang dalam keadaan lecet seperti barang habis pakai tolong di kasih plastik dalamnya seperti warna biru,1,0
Barang datang dalam keadaan lecet seperti barang habis pakai tolong di kasih plastik dalamnya seperti warna biru,1,0
Barang datang dalam keadaan lecet seperti barang habis pakai tolong di kasih plastik dalamnya seperti warna biru,1,0
"Kalau barg rusak jgn dikirim donk kk..mahal"" dibli sampainya BRG rusak ..GK amanah bngt sich kk apa segtunya mau dapet duit ya...disambungin kebluetoth mlhan GK da kl... ",1,0
sy kecewa skli cas GK BSA di pke jga suaranya GK Bgus 🙄🙄😡,1,0
Sesuai pesanan twsnya jg nyaman dipakai,4,0
"bluetooth nya ga nyambung bareng, jadi pisah2 kayak bedak jaringan",2,0
"Baguss earphone nya nyala 2"" nya",5,0
"Sy puas belanja d tiktok shope 
Krn barang sesuai pesanan .🙏🙏🙏",5,0
Tidak sesuai pesanan dan tidak nyala jelekkk,1,0
Bagus diharga segitu,5,0
Bagus sesuai pesanan ngak kecewa pokot,4,0
Barang sampai kondisi sesuai,5,0
Maaf baru ksh ulasan heandset nya mati matian trus,2,0
Performa: suara bass nya kurangg baguss,4,0
"Paket udah sampe...
Barang bagus cuman pengiriman agk telat",4,0
"Ya baguslah dengan harga yg murahhh,pengirimannya mantup cepet bangett",5,0
USB tidak dapat digunakan / Rusak,3,0
Keren banget sih dengan harga segitu tp kualitasnya keren polll,5,0
"Barang sesuai pesanan,kualitas ok",4,0
Harga murah kualitas bagus bgt,5,0
"Lucu, bagus, imut, kiyut",5,0
Saya pesan 2  keduanya tidak berfungsi...kecewa..,1,0
Barang bagus sesuai ekspektasi,5,0
"rusak sblh , gbsa ke chrge pdhl bru bgt smpe",2,0
BENAR BENAR RUSAKKKK PAS BARU SAMPE BENER2 GA ADAA SAMBUNGAN BLUTUT NYA,1,0
"kok yang bunyi cmn sebelah ya🥺😭
cas nya juga gk masuk wehh 😭",3,0
Barangya bagus bgt kereng aq suka terimah kasih tokonya,5,0
yang kanan matii hmm,1,0
"baguss kak, real pict jugaa, makasiii yaaa",5,0
Sangat bagus memuaskan dan tidak pernah boong,5,0
Anjriiit ga mau ngecasss barang busuk begini lu jual anjg,1,0
Bagus banget enakin basnya Alus,5,0
nyalanya hanya satu,3,0
Sangat memuaskan hasil nya,5,0
yang sebelah kiri ga bisa connect,2,0
Kabel charger tidak bisa di gunakan,2,0
Suara jelek cuma berfungsi 1 doang payah,1,0
"Goooodd

Sesuai pesanan 
Terimakasih 😊😊",5,0
Ini suaranya cmn 1 aja apa gmn ya,3,0
"baterai boros, hanya 45menit pemakaian",2,0
bisa nyambung tapi nggk ada suaranya,1,0
Yg sebelah kiri mati earphonnya,2,0
"Baguss, udh nyampe dan produk oke",5,0
Pkonyah mantap banget ga kecewa,5,0
Kualitas pengerjaan: Sangat bagus,5,0
BAGUSSSSSS😍😍😍😍😍,5,0
Kualitas pengerjaan: Sangat baik,5,0
Bagus tapi kurang pas di tutup.a,2,0
"Realpict, semoga awet. Makasi banyak",5,0
Headset nya nyala sebelah 😴,2,0
Kaya bekas banyak baret baret nyaa😭,1,0
Bagus sesuai gambar,5,0
bgus,4,0
"pengirimannya cepet bgt pls, BAGUUUSSSS!!! 😍😍😍",4,0
Baguss sesuai gambar,5,0
Sangat bagus sekali sesuai pesenan,5,0
Harga sama kualitas gak banget sih,3,0
"cepet , harga Murah , semoga awet",5,0
Bagus ka sesuai,5,0
Kejernihan lensa: Sangat bagus,4,0
Barang yang datang cuma 1 yng hidup,1,0
"Kurir tidak menelvon,  hanya di titipkan ke warung,  dan saya tidak mengetahui",1,0
Bgus bngt barangnya KK .. suarana sangat jelas .... Mkch kk 🙏,5,0
"Buruuuuuuukkkkkkkkkkkkkkkkkk, Tidak bisa tersambung ke hp sayaa. Ga sesuai dgn ekspektasi",1,0
Nyala nya cuma sebelah fuck you,1,0
2 minggu pakai dh rusak yg sebelah hh,2,0
gue kesell gak ada headset nyaa,1,0
Barang bagus n mantan...murih guriihhh,5,0
"batre ga awet, satu yg bs nyaala nya",1,0
Batre nya cepet abis tpi gpp lumayan,1,0
headset nya mana kecewa,1,0
"Kualitas pengerjaan: Kurire lambt
Ngk tau apapa pesanan di batal kn 
Tau tau di antr lgi",1,0
DEMI APAPUN G BISA DI PAKE ANJAY😭,1,0
100/10,5,0
Hensed e. Mati siji enek ijole gak iki,1,0
Barang Sesuai Mantappp,5,0
Tws pro 6 keren banget 🤩🤩,5,0
agak aneh suaranya,4,0
"Sesuai pesanan,suara jernih",5,0
Kejernihan lensa: Jernih suaranya,5,0
"Sesuai pesanan
Suara jernih",5,0
Lumayan,3,0
"Sesuai pesanan
Barang oke
Terima kasih",5,0
Bagus suara nyq g sember,5,0
Barang sampai dengan baik ya,5,0
Bagus banget 👍👍,5,0
Ok sesuai pesanan,5,0
batre nya aga cepet abis,5,0
bagus suka suka,4,0
Harga murah barang sampai dengan baik,5,0
gadapet kabel charger nya,4,0
bagus sesuai...,5,0
Bagus cepet sampe nya,5,0
Bagus bgt suara ngebass,5,0
Performa: sangat bagusssssss bgttttttttttttttttttttttttttttt,5,0
Baterai nya cepet habis',4,0
"sangat bagus, suaranya ok",5,0
suara nya agak brebet brebet,4,0
Bagus suaranya jelas,5,0
bahannya plastik gimana ya,5,0
Mantap,5,0
Kondisi aman dan kualitas ok,4,0
batrenya tahan,5,0
bagus banget headsetnya makasih Kak,5,0
not bad but not good,4,0
Goodd,5,0
"Sering drop,",4,0
"mntp, suaranya enak",5,0
Performa: Baik,5,0
Nyaman saat digunakan,5,0
Ga nyala sebelah,3,0
Headset ny mati sebelah 🥺,3,0
Cepet bgt abis batre nya.,4,0
Kurang jernih,5,0
seler ramah. barang bagus,5,0
Kejernihan lensa: Jernih,5,0
bagusss bangett sukaaa makasiii yaa,5,0
Harga murah kualitas bagus,5,0
Rusak.sebelah,3,0
Cuma 1 yang nyala,3,0
Berfungsi dengan baik,5,0
berfungsi dengan baik.,5,0
"barang cepeeet sampai sesuai pesanaan
manteep dh",5,0
Suka tiba2 mati,3,0
batre nya boros sih,4,0
Suaranya kurang bagsu,3,0
dah nyampe sesuai ma pesanan,5,0
Terimakasih banyak barang sesuai,5,0
Bagus fullll BASS,5,0
gampang lowbet,3,0
Ok bagus,5,0
Suara bas nya keren,5,0
Berfungsi dengn baik,4,0
Ada yg bekarat tpi masih oke,4,0
sesuai harga,5,0
baguss,5,0
Berfungsi dg baik,5,0
Bass nya kurang ok,3,0
bagus,5,0
Bagus,5,0
bagus,5,0
bagus,4,0
Bagus,5,0
Saya beli 2 warna hitam sama pink bener” bagus produknya,5,0
Suara nya jelek pecah semua,1,0
Terimakasih kak pesanannya sesuai bangat..sehat selalu yah kak🙏🏻☺️☺️,4,0
Barang nya bagus banget,5,0
semoga mantep suaranya,5,0
suarnya kurang kenceng,2,0
"Cakeppp 
Terimakasih ya",5,0
Lumayan bagus ....Worth it  lah dgn harga segitu,5,0
Mati sebelah,2,0
mati sebelah,2,0
"Bagus, ga berisik",5,0
Bagus  barangnya sesui,5,0
Kereeeen rilpict,5,0
Produk gagal gak usah di jual,1,0
satu lagi ga nyala,2,0
"tws nya bagus, dan cernih",5,0
Baguss tapi agak ngelag,4,0
Kecewa nyalanya cuma sebelah,1,0
kenapa hidup sebelah minn,1,0
Ga bisa nyala,3,0
Tiba tiba mati,1,0
barang rusak dijual,1,0
earphone yg sebelah nya rusak,1,0
Ga bisa di tutup rusak,5,0
"mantap, barang sesuai",4,0
Beli hensed yg di kirim kok busa .,1,0
Headset nya hanya hidup 1,2,0
yang satu mati,2,0
Kualitasnya bagus,4,0
Bagus dan cepat pengiriman,5,0
Barangnya ga nyala,2,0
Ada tws yg tidak bisa konek,2,0
Alhamdlh bgus brang nya,5,0
lampu nya ga nyala minusan,1,0
Kualitas pengerjaan: bagus,4,0
Nyala nya sebelah doang,1,0
Suara nya kresek kresek,1,0
Gabisa dicas,2,0
nyala nya sebelah kecewa bgt,1,0
gak hidup sebelahh,1,0
Kok gak hidup sist,1,0
Rusakkk gabisa di pake,1,0
Bagus bngett mksih kak,5,0
Good😀🫰🫰,5,0
Tdk nyambung bluetooth,1,0
Bagusss💖💖,5,0
cuma case kirain tws juga,2,0
Kualitas pengerjaan: Sipp,5,0
agak kotor dalam nya,3,0
Sangat bagus banget pokoknya,5,0
"Gila sih recommend bgt buat yg oem ya hahaha
Beneran suaranya enak banget hampir seperti yg ori, mode transparan mode ANC beneran work!! 
Best lah kapan2 beli lg, thanks... ",5,7
recommend banget buat beli disini. kualitas produk nya bagian suara dan mic jernih,5,3
terima kasih! respond dan pengiriman sangat cepat! ngga perlu nunggu lama. kemasan sangat aman! produk berfungsi dengan baik.,5,5
"Barang diterima dengan baik, product tidak cacat. Kondisi keseluruhan baik.",5,1
"produk 1:1, mantaplah, bass super JJ, seller responsif, kurir mantap",5,1
"Ini plek ketiplek sama kayak ori sih, sukak banget, bisa telepon juga, stable connection & budget wise 😊👍🏻",5,4
Bagus banget! Udah kayak barang ori. Suaranya udah kayak earphone mahal padahal harga BPJS wkwkwkw. Semoga tahan lama deh hehe.,5,0
Bagus. Semua berfungsi dgn Normal. Semoga awet,5,1
"Terbauk dan tercepat pelayanan serta pengirimannya, Barang diterima dalam kondisi baik.. thanks Bos.. 🙏",5,1
kualitas suara bintang 5. pelayanan dan juga kurir bintang 5. over all worth it to buy☺️,5,6
"pesanan sudah sampai, sesuai ekspetasi. suara bagus jernih dan mic besar. pengiriman cepat. seller fast respon 👍",5,1
"Pengiriman kilat, kualitas produknya mantap. Gak bisa bedain ini original apa fake krn kualitasnya sebagus itu. Kerenlah",5,0
puass bangedd. airpod gen 4 anc nya berfungsi baik. sepupu juga pada mau belii jadi saya rekomendasi kan karena bagus suaranya. tq,5,1
"Bener bener bagus kualitas soundnya, bass nya mantep bangeg, suaranya gak cempreng, dan ANC nya juga berfungsi, keren pokonya.",5,0
"harga segini oke banget sih. sejauh ini gaada signal drop atau apapun. suara jernih, mic juga aman.",5,1
"Mantap ngebass
Semua fungsi dengan normal, biar bintang berbicara",5,0
"terimakasih, untuk pengiriman sangat cepat 👍🏻. Kalau bicara tentang klaim ini mirip dengan yang asli Big NO, soalnya saya punya keduanya, beli ini hanya untuk test aja... ",4,5
"nice, akan repeat order kedepannya😚 headset pods nya bagus berfungsi dengan baik",5,1
pengiriman cepat. fast respon. noise cancelling bekerja dengan sangat baik apalgi utk nonton.,5,0
"Barang sesuai deskripsi,recommended seller",5,0
real sesuai dengan deskripsi dan kondisi,5,1
Semua fitur berfungsi dengan baik,5,0
biar review yang menjawab saja ya kak. yg pastinya mic berfungsi juga,5,0
"bukan kaleng2, harga murah tapi semua fitur bisa berguna dengan sempurna",5,0
airpods sudah diterima. kondisi sangat bagus seperti jutaan punya,5,0
"mantap barang sudah datang sesuai pesanan, good quality dan harga terjangkau, terimakasih🙏",5,0
packing rapi tebal aman joss kwalitasnya ini bagus banget keren suka ☺☺,5,0
pertama kali beli di online..hasil nya memuaskan. terima kasih tokopedia,5,0
Pembelian ke-2. Mantab. Smoga awet. Jgn ragu buat Yg mau beli. Kualitas ud OKE.,5,0
"kecewa, carger yang di kasih rusak ga bisa di pake, aku charge pake carger ori ip jg stuck isi dayanya. di tanyain ke penjual tapi slowres. kenapa di charge ga penuh2 seb... ",1,7
Suara jernih dan kencang,5,1
fitur peredam workit dengan harga segini,5,0
selamat sore. makasih min barang uda saya terima dengan kondisi baik. berfungsi baik. saya beli charger dan headset semua bagus2 dan berfungsi. langganan ya. thanks,5,0
"packingannya aman, berfungsi dengan baik mirip ori",5,0
untuk pertama kali belanja disini. pelyanan sangat bagus. seller ramah fast respon. paling penting lagi barang nya bagus berfungsi dengan baik dan ori. pemakaian normal d... ,5,0
active noise cancelling alias suara peredam bisa fungsi. good fitur,5,0
"manteppp, belum dicoba pas telfonan semoga lancar. makasi banyakk seller",5,0
"Packing aman, barang ok juga, suara bagus, semua berfungsi dgn baik. not bad lah buat harga segini. Kalo muluk2 beli yg original aja bos.",5,0
pengiriman cepat dan seller nya fast respon👍,5,0
keren banget sih ini dah kyk original nya smua fungsi nya on ... mantappp,5,0
pengemasan baik tebal ada free bubble. untuk airpods nya saya rekomendasiin di lapak ini trust.,5,0
"Mantab bgt nih barang bener mirip orig, AnZ nya berfungsi banget, semoga awet lamat terimakasih ya gan",5,0
ALWAYS MY GEARRRRRRRRRRRRRRRRRRRRRRALWAYS MY GEARRRRRRRRRRRRRRRRRRRRRRALWAYS MY GEARRRRRRRRRRRRRRRRRRRRRR,5,0
makin lama makin mantap keluaran produk skrg. harga murah kualitas banyak fiturr. keren😎,5,0
Untuk harga segini cukup bad bluetooth nya pendek jarak nya dll.,3,0
"bass sember, kualitas audio masih cempreng. Unggul di ANCnya aja",3,0
thanks kka. pods berfungsi dengan sangat baik☺️,5,0
bagus berfungsi fiturNoisse canceling peredam,5,0
kualitas bagus. jempolan pokoknya ini mah pods nya,5,0
Keren imut suara okay,5,0
"Pas lagi tlp suara kecil, ga bisa dengar cuma didalam ruangan hening baru bisa dengar",2,1
"Pembelian kedua untuk pacar, barangnya mantap!!",5,0
terima kasihh. over all good banget dengan harga segini.,5,0
Bagus banget ga ngecewai,5,0
Beli Airpod dapet hadiah kalung,5,0
good qualityy jempolan👍👍👍,5,0
"Sat set sat set nyampe, highly recommend",5,0
ok juga nih audionya.,5,0
suara bagus baterai tahan,5,0
"Buat harga segini, oke sih ini.",5,0
Barang sudah sampai dengan aman dan sesuai thanks,5,0
baterai tahan,5,0
ANC Nyala 8/10 Star!,5,0
Barang berfungsi baik,4,0
suara bagus,5,0
suara oke,5,0
Mantaaap persis sama kaya ori,5,0
manthab pokoknya,5,0
mirip yg jutaan. mending beli ini aja,5,0
okee banget 🙏,5,1
"harga segini, oke bgt",5,0
nice product,5,0
keren,5,0
anc on reall keren dong,5,0
fitur lengkap,5,0
Bagus banget!,5,0
All good❤️😘,5,0
ok best,5,0
mantap,5,0
Mantap,5,0
toppp,5,0
nice,5,0
mantapppp,5,0
terima kasih,5,0
👍😁,5,0
Baguuuuus bangeeeet,5,0
thanks kka :D,5,0
"sudah terima, belum dicoba.",5,0
"Kualitas pengerjaan: Baik
Bahan: Worit
Pengiriman cepat barang sesuai pesanan packing rapi mantap worit poll sudah di coba awalnya bisa kemaren2 sekarang tiba2 ga bisa.",5,0
"mouse berfungsi dgn baik, semoga awet dan tahan lama",5,1
"Ok, barangnya udh sampe.
Berpungsi dgn baik
Makasih seller🫰🏻",5,0
"Kualitas pengerjaan: Bagus aman
Bahan: Bagus,nyaman di gunakan
Perakitan: Bagus",5,0
"Paketnya sudah datang dengan baik koridornya juga baik, dan tidak ada klesetan di barangnya dan barangnya juga berfungsi",5,0
Bagus dan brfungsi buat proyektor hrga lebih murah drpda beli remot proyektor,5,0
"Kualitas pengerjaan: Bagus
Bahan: Enteng
Bagus saat dipasang langsung berfungsi dengan baik, semoga AWETT..
Pengiriman cepat, order sore besok sore udah sampai.",5,0
Barang tidak sesuai deskripsi produk! Pesan mouse JT-001. Yg datang YP-01 (merk You Pin).,3,0
"Mousenya keren. Cakep buat dipake di rumah, irit, karena gak perlu battery. 
Packingnya jg tebel banget. Keren seller nya. Barang aman sampai diterima.",5,0
"Kualitas pengerjaan: Sangat bagus sekali buat di laptop
Bahan: Mudah di pegang",5,0
packing nya sangat rapih sehingga produk nya tidak ada yang lecet dan pengiriman tidak terlalu lama,5,0
