id,original_text,text_final,ulasan_cleaned,decision,Label,confidence,suspicion_score
1157,"wangi nya enak, lumayan untuk harga segini dapat 100 ml","wangi nya enak, lumayan untuk harga segini dapat 100 ml",wangi nya enak,Real,Fake,1.0,0.0
1159,"terimakasih, paket sudah tiba....packing aman dan aroma lumayan enak, sesuailah dengan harga dan untuk daya tahan ada di 3 jam ada jg yg lebihh","terimakasih, paket sudah tiba....packing aman dan aroma lumayan enak, sesuailah dengan harga dan untuk daya tahan ada di 3 jam ada jg yg lebihh",terimakasih,Real,Fake,1.0,0.0
1165,"barangnya bagus, respon dan pengiriman cepat.","barangnya bagus, respon dan pengiriman cepat.",barangnya bagus,Real,Fake,1.0,0.0
1168,"packaging keren, barang aman wanginya enak fresh banget","packaging keren, barang aman wanginya enak fresh banget",packaging keren,Real,Fake,1.0,0.0
1173,"pengiriman cepat, packingnya aman, kondisi barang sesuai, aromnya hmm parfum bapak2 supir taksi blue bird wkwkw","pengiriman cepat, packingnya aman, kondisi barang sesuai, aromnya hmm parfum bapak2 supir taksi blue bird wkwkw",pengiriman cepat,Real,Fake,1.0,0.0
1176,"mantap, barang sampai dengan aman dan tidak ada yang pecah.👍👍👍","mantap, barang sampai dengan aman dan tidak ada yang pecah.👍👍👍",mantap,Real,Fake,1.0,0.0
1177,"alhamdulillah. mantap, pengirimannya cepat, packingnya aman pakai bubblewap. barang sesuai deskripsi. terimakasih banyak gan. 🙏🏼","alhamdulillah. mantap, pengirimannya cepat, packingnya aman pakai bubblewap. barang sesuai deskripsi. terimakasih banyak gan. 🙏🏼",alhamdulillah. mantap,Real,Fake,1.0,0.0
1178,sesuai pesanan dan packing baik.. pengiriman cpt semoga cocok dngn wanginny,sesuai pesanan dan packing baik.. pengiriman cpt semoga cocok dngn wanginny,sesuai pesanan dan packing baik.. pengiriman cpt semoga cocok dngn wanginny,Fake,Real,0.81,4.2
1181,"baik, wanginya cowok banget. ketahanan lumayan lama. buat yang nyari parfum harga ekonomis kualitas bagus rekomend nih.","baik, wanginya cowok banget. ketahanan lumayan lama. buat yang nyari parfum harga ekonomis kualitas bagus rekomend nih.",baik,Real,Fake,1.0,0.0
1183,"barang cepat sampai, wanginya mantap, dan sesuai dengan orderan, semoga makin sering ada promo nya ya","barang cepat sampai, wanginya mantap, dan sesuai dengan orderan, semoga makin sering ada promo nya ya",barang cepat sampai,Real,Fake,1.0,0.0
1187,"pengiriman cepat, packing mantap, dapat bonus pula, terimakasih","pengiriman cepat, packing mantap, dapat bonus pula, terimakasih",pengiriman cepat,Real,Fake,1.0,0.0
1189,"sudah sampai alhamdulillah, barang ori,mantapp, mudah2 wanginya awet smpe magrib","sudah sampai alhamdulillah, barang ori,mantapp, mudah2 wanginya awet smpe magrib",sudah sampai alhamdulillah,Real,Fake,1.0,0.0
1199,"pengirimannya cepat, wanginya tahan lama.","pengirimannya cepat, wanginya tahan lama.",pengirimannya cepat,Real,Fake,0.9,1.0
1200,"mantab, barang datangnya biasa aja si ga cepet ga lama juga, barang datang aman tidak cacat dan mantab","mantab, barang datangnya biasa aja si ga cepet ga lama juga, barang datang aman tidak cacat dan mantab",mantab,Real,Fake,1.0,0.0
1202,"paket udh nympek, pengiriman cepat, baru kmren pesen skrng udh smpek wangi nya keren","paket udh nympek, pengiriman cepat, baru kmren pesen skrng udh smpek wangi nya keren",paket udh nympek,Real,Fake,1.0,0.0
1203,"wanginya enak, calm, tidak menusuk hidung. proses pengiriman juga cepat.","wanginya enak, calm, tidak menusuk hidung. proses pengiriman juga cepat.",wanginya enak,Real,Fake,1.0,0.0
1204,"paket sampai dengan selamat,wangi ok,kecepatan pengiriman sangat cepat,good job","paket sampai dengan selamat,wangi ok,kecepatan pengiriman sangat cepat,good job",paket sampai dengan selamat,Fake,Real,0.755,3.1
1205,"barang sesuai, wangi segar, 100ml, nagus, layanan juga ok. tks","barang sesuai, wangi segar, 100ml, nagus, layanan juga ok. tks",barang sesuai,Real,Fake,1.0,0.0
1206,"bagus,sebelumnyaa udahh pernahh belii rekomended bangett dengann harga segituu,jaga kualitas teruss pokonyaa","bagus,sebelumnyaa udahh pernahh belii rekomended bangett dengann harga segituu,jaga kualitas teruss pokonyaa",bagus,Real,Fake,1.0,0.0
1209,"baguss, harum, pengiriman nya cepet banget","baguss, harum, pengiriman nya cepet banget",baguss,Real,Fake,1.0,0.0
1213,"good pesanan sesuai,barang di terima dalam kondisi baik","good pesanan sesuai,barang di terima dalam kondisi baik",good pesanan sesuai,Real,Fake,1.0,0.0
1215,"barangnya mantap, packing ok, pengiriman joss, terima kasih breven","barangnya mantap, packing ok, pengiriman joss, terima kasih breven",barangnya mantap,Real,Fake,1.0,0.0
1217,"barang udah sampai,wanginya enak sekali cok cocok untuk gw ngampus nih segar setiap hari","barang udah sampai,wanginya enak sekali cok cocok untuk gw ngampus nih segar setiap hari",barang udah sampai,Real,Fake,1.0,0.0
1220,"parfumnya lumayan wangi, dan tidak panas di kulit. harganya terjangkau, packing juga aman pake bubble wrap","parfumnya lumayan wangi, dan tidak panas di kulit. harganya terjangkau, packing juga aman pake bubble wrap",parfumnya lumayan wangi,Real,Fake,1.0,0.0
1221,"nyobain, ternyata baunya cocok, terimakasih","nyobain, ternyata baunya cocok, terimakasih",nyobain,Real,Fake,0.9,1.0
1226,"baunya tidak menyengat, enak dicium cocok dipake untuk panas","baunya tidak menyengat, enak dicium cocok dipake untuk panas",baunya tidak menyengat,Real,Fake,1.0,0.0
1230,"barang udah sampe, harum tahan lama, cocok","barang udah sampe, harum tahan lama, cocok",barang udah sampe,Real,Fake,1.0,0.0
1233,"pengemasan sangat aman,aromanya oke,suka 👍🏻","pengemasan sangat aman,aromanya oke,suka 👍🏻",pengemasan sangat aman,Real,Fake,0.9,1.0
1241,product sangat bagus dan sesuai dengan deskripsi penjelasan serta pengiriman sangat cepat sampai diterima dalam keadaan yang sangat aman sangat direkomendasikan untuk di...,product sangat bagus dan sesuai dengan deskripsi penjelasan serta pengiriman sangat cepat sampai diterima dalam keadaan yang sangat aman sangat direkomendasikan untuk di...,product sangat bagus dan sesuai dengan deskripsi penjelasan serta pengiriman sangat cepat sampai diterima dalam keadaan yang sangat aman sangat direkomendasikan untuk di...,Fake,Real,0.765,3.3
1247,"respon seller cepat, pengemasan bagus & aman dengan bubble wrap tebal dan kardus, harga terjangkau, wangi & aroma parfum enak, cocok untuk cowok aktif. ada aroma...","respon seller cepat, pengemasan bagus & aman dengan bubble wrap tebal dan kardus, harga terjangkau, wangi & aroma parfum enak, cocok untuk cowok aktif. ada aroma...",respon seller cepat,Real,Fake,0.749,2.51
1250,"seller gercep, suka belanja di toko ini, parfum wangi banget aroma tdk menyengat sesuai , wangi awet","seller gercep, suka belanja di toko ini, parfum wangi banget aroma tdk menyengat sesuai , wangi awet",seller gercep,Real,Fake,1.0,0.0
1251,"barang ori, packing aman tdk pecah dan pengiriman cepat","barang ori, packing aman tdk pecah dan pengiriman cepat",barang ori,Real,Fake,1.0,0.0
1255,"halaman promo hoax , invoice resmi gudang ada tertera barang keluar tapi actual barang tidak di berikan . komplain melalui admin tokopedia juga sekongkol dengan penjual ,...","halaman promo hoax , invoice resmi gudang ada tertera barang keluar tapi actual barang tidak di berikan . komplain melalui admin tokopedia juga sekongkol dengan penjual ,...",halaman promo hoax,Real,Fake,1.0,0.0
1265,"barang original , packing baik ,recomended seller","barang original , packing baik ,recomended seller",barang original,Real,Fake,1.0,0.0
1266,"kualitas produk: mantap, enak bau nya. seperti bapak bapak pas jumatan","kualitas produk: mantap, enak bau nya. seperti bapak bapak pas jumatan",kualitas produk: mantap,Real,Fake,1.0,0.0
1271,"barang sesuai deskripsi, wanginya enak baru mau coba bisa tahan brp lama di ruangan ber ac, respon penjual cepat. kekurangan pd kurir jne barang sampai berhenti proses 1...","barang sesuai deskripsi, wanginya enak baru mau coba bisa tahan brp lama di ruangan ber ac, respon penjual cepat. kekurangan pd kurir jne barang sampai berhenti proses 1...",barang sesuai deskripsi,Real,Fake,0.8,2.0
1274,sampai dengan aman dam sesuai pesanan....baru pertama coba wanginya enak dan harganya ramah dikantong cocok buat dipake harian.....terima kasih,sampai dengan aman dam sesuai pesanan....baru pertama coba wanginya enak dan harganya ramah dikantong cocok buat dipake harian.....terima kasih,sampai dengan aman dam sesuai pesanan....baru pertama coba wanginya enak dan harganya ramah dikantong cocok buat dipake harian.....terima kasih,Fake,Real,0.899,5.97
1279,"mantap, wangi, berfungsi dengan baik, real picture, over all ok pisan","mantap, wangi, berfungsi dengan baik, real picture, over all ok pisan",mantap,Real,Fake,1.0,0.0
1281,"thankyou min, pengiriman cepat, aman karena ber bubble warp, free 1 juga lagi","thankyou min, pengiriman cepat, aman karena ber bubble warp, free 1 juga lagi",thankyou min,Real,Fake,1.0,0.0
1293,"oke sesuai pesanan, pertama kali coba beli","oke sesuai pesanan, pertama kali coba beli",oke sesuai pesanan,Real,Fake,1.0,0.0
1295,the best packaging and the best quality !!!,the best packaging and the best quality !!!,the best packaging and the best quality !!!,Real,Fake,1.0,0.0
1296,"baunya enak , tapi untuk ketahanan bau nya ga begitu lama , tapi untuk harga di bawah 50k udah bagus sih.","baunya enak , tapi untuk ketahanan bau nya ga begitu lama , tapi untuk harga di bawah 50k udah bagus sih.",baunya enak,Real,Fake,1.0,0.0
1297,kualitas produk: baik,kualitas produk: baik,kualitas produk: baik,Real,Fake,0.9,1.0
1298,"wanginya seger, dipake abis mandi enakk cocok kayaknya","wanginya seger, dipake abis mandi enakk cocok kayaknya",wanginya seger,Real,Fake,1.0,0.0
1305,"pengiriman super cepat, barang.sesuai diskirpsi . toko fast respon rekomendasi seller","pengiriman super cepat, barang.sesuai diskirpsi . toko fast respon rekomendasi seller",pengiriman super cepat,Real,Fake,0.85,1.5
1306,harga kualitas produk nya terbaik ajiebbbb,harga kualitas produk nya terbaik ajiebbbb,harga kualitas produk nya terbaik ajiebbbb,Fake,Real,0.914,6.28
1313,"produk sesuai ekspektasi, respon penjual cepat","produk sesuai ekspektasi, respon penjual cepat",produk sesuai ekspektasi,Real,Fake,1.0,0.0
1320,"wangy enak lembut, ga menyengat, cocok dipakai seharian","wangy enak lembut, ga menyengat, cocok dipakai seharian",wangy enak lembut,Real,Fake,1.0,0.0
1321,"bintang 5, produk sesuai deskripsi, packaging aman, pengiriman cepat. recomend seller. terimakasih","bintang 5, produk sesuai deskripsi, packaging aman, pengiriman cepat. recomend seller. terimakasih",bintang 5,Real,Fake,1.0,0.0
1323,"wangi , packaging rapih cepat pengiriman .. cocok untuk pria yang kerja dilapang. mayan tahan lama","wangi , packaging rapih cepat pengiriman .. cocok untuk pria yang kerja dilapang. mayan tahan lama",wangi,Real,Fake,1.0,0.0
1324,"barang oke banget , pengemasann rapi dan safety, bau nya juga lumayan awet","barang oke banget , pengemasann rapi dan safety, bau nya juga lumayan awet",barang oke banget,Real,Fake,1.0,0.0
1327,anak2 suka wanginya. waangiiiiii.... packing aman dan rapih,anak2 suka wanginya. waangiiiiii.... packing aman dan rapih,anak2 suka wanginya. waangiiiiii.... packing aman dan rapih,Fake,Real,0.903,6.06
1330,"kualitas packing aman, dikasih bubble warp, untuk wanginya rekomen semua,","kualitas packing aman, dikasih bubble warp, untuk wanginya rekomen semua,",kualitas packing aman,Real,Fake,1.0,0.0
1337,"wanginya okay banget, cuma sayang tutupnya pecah.","wanginya okay banget, cuma sayang tutupnya pecah.",wanginya okay banget,Real,Fake,1.0,0.0
1338,"bagus banget bro, langsung sampai gg gg murah pula, wanginya masih sama sama produk 3-6 bulan lalu","bagus banget bro, langsung sampai gg gg murah pula, wanginya masih sama sama produk 3-6 bulan lalu",bagus banget bro,Real,Fake,1.0,0.0
1351,"seller baik, gercep, barang sesuai deskripsi, wanginya ok, pengiriman super cepat, packing aman, selebih nya bintang yg berbicara. mksh seller n tokped","seller baik, gercep, barang sesuai deskripsi, wanginya ok, pengiriman super cepat, packing aman, selebih nya bintang yg berbicara. mksh seller n tokped",seller baik,Real,Fake,1.0,0.0
1352,"wanginya ok, packing rapi dan aman, pegiriman cepat, recommend seller","wanginya ok, packing rapi dan aman, pegiriman cepat, recommend seller",wanginya ok,Real,Fake,1.0,0.0
1359,"baunya harum, enak, segar ( tidak menyengat) dan tahan lama. pengemasan sangat baik, pengiriman juga sangat cepat. terimakasih banyak seller.","baunya harum, enak, segar ( tidak menyengat) dan tahan lama. pengemasan sangat baik, pengiriman juga sangat cepat. terimakasih banyak seller.",baunya harum,Real,Fake,1.0,0.0
1364,"keduanya wanginya enak, yg barber wanginya santai jg marinenya pass, cocok buat pas lagi nyantai. yg polo jg wanginya kalem elegant enak cocok buat bepergian","keduanya wanginya enak, yg barber wanginya santai jg marinenya pass, cocok buat pas lagi nyantai. yg polo jg wanginya kalem elegant enak cocok buat bepergian",keduanya wanginya enak,Real,Fake,1.0,0.0
1366,wanginya enak banget..... mantap juut....,wanginya enak banget..... mantap juut....,wanginya enak banget..... mantap juut....,Fake,Real,0.95,7.11
1368,"respon cepat, packing aman bgt, wanginya cocok","respon cepat, packing aman bgt, wanginya cocok",respon cepat,Real,Fake,1.0,0.0
1369,"mantap, kualitas sesuai, wangi enak cocok buat siang hari","mantap, kualitas sesuai, wangi enak cocok buat siang hari",mantap,Real,Fake,1.0,0.0
1375,"kualitas produk: sesuai, wangi tahan lama pengiriman: cepat, sesuai","kualitas produk: sesuai, wangi tahan lama pengiriman: cepat, sesuai",kualitas produk: sesuai,Real,Fake,1.0,0.0
1379,"orderan cpt sampai , ini knp sy pilih yg lbh mahal sdikit dari hrg yg lain krn pelayanan nya yg super cpt dan memuas kan","orderan cpt sampai , ini knp sy pilih yg lbh mahal sdikit dari hrg yg lain krn pelayanan nya yg super cpt dan memuas kan",orderan cpt sampai,Real,Fake,1.0,0.0
1384,"barang sesuai deskripsi, packing aman dilapis bubble..pengiriman tepat waktu, thanks","barang sesuai deskripsi, packing aman dilapis bubble..pengiriman tepat waktu, thanks",barang sesuai deskripsi,Real,Fake,1.0,0.0
1386,"kualitas produk: baik, ketahanan di kulit saya lumayan lama, untuk wangi sih buat cowo banget fresh gitu, untuk harga segini worth to buy, mantaps","kualitas produk: baik, ketahanan di kulit saya lumayan lama, untuk wangi sih buat cowo banget fresh gitu, untuk harga segini worth to buy, mantaps",kualitas produk: baik,Real,Fake,1.0,0.0
1389,"wanginya cocok, manis. meskipun katanya ini parfum minimarket dan murah tapi untuk harga segini sangat baik.","wanginya cocok, manis. meskipun katanya ini parfum minimarket dan murah tapi untuk harga segini sangat baik.",wanginya cocok,Real,Fake,1.0,0.0
1392,"wanginya enak, cocok yang suka soft dan g terlalu nusuk hidung. murah. pengiriman cepat.","wanginya enak, cocok yang suka soft dan g terlalu nusuk hidung. murah. pengiriman cepat.",wanginya enak,Real,Fake,1.0,0.0
1400,"seneng banget, admin fast respon. dari co langsung gercep di proses dan masuk antrian pengiriman di jam yg sama. 1 hari barang dah sampe","seneng banget, admin fast respon. dari co langsung gercep di proses dan masuk antrian pengiriman di jam yg sama. 1 hari barang dah sampe",seneng banget,Real,Fake,0.85,1.5
1401,"product nya bagus, wanginya maskulin, lumayan tahan lama di ruangan..terimakasih ya","product nya bagus, wanginya maskulin, lumayan tahan lama di ruangan..terimakasih ya",product nya bagus,Real,Fake,1.0,0.0
1403,"mantap pengiriman cepat,serta babel rip nya juga tebel jadi aman","mantap pengiriman cepat,serta babel rip nya juga tebel jadi aman",mantap pengiriman cepat,Real,Fake,1.0,0.0
1409,"barang sudah diterima, packing aman, dan pengiriman cpt bgt. untuk produk sesuai, wangi cwo banget, puas belanja di sini. next order lagi ya","barang sudah diterima, packing aman, dan pengiriman cpt bgt. untuk produk sesuai, wangi cwo banget, puas belanja di sini. next order lagi ya",barang sudah diterima,Real,Fake,1.0,0.0
1411,"fresh, kualitas mantap, cocok untuk siang ke sore hari","fresh, kualitas mantap, cocok untuk siang ke sore hari",fresh,Real,Fake,1.0,0.0
1412,"bagus, ada peningkatan packingnya pakai bublewrap per item. jadi ga ada yang pecah","bagus, ada peningkatan packingnya pakai bublewrap per item. jadi ga ada yang pecah",bagus,Real,Fake,1.0,0.0
1413,"mantappp, pengiriman cepat, packing juga aman banget, wangy nya enak semua","mantappp, pengiriman cepat, packing juga aman banget, wangy nya enak semua",mantappp,Real,Fake,1.0,0.0
1414,"pengiriman cepat, wanginya cocok utk dikondisi apapun (versatile). packaging bagus","pengiriman cepat, wanginya cocok utk dikondisi apapun (versatile). packaging bagus",pengiriman cepat,Real,Fake,1.0,0.0
1417,"bau nya wangi, beda pokoknya. bisa dipakai semua orang","bau nya wangi, beda pokoknya. bisa dipakai semua orang",bau nya wangi,Real,Fake,1.0,0.0
1418,"barang sesuai orderan, packingan rapi dan terlatih, barang terlindung dari benturan benda keras dan terlindung dari goncangan yang membuat barang berantakan, rekomen mant...","barang sesuai orderan, packingan rapi dan terlatih, barang terlindung dari benturan benda keras dan terlindung dari goncangan yang membuat barang berantakan, rekomen mant...",barang sesuai orderan,Real,Fake,1.0,0.0
1419,"wanginya enak, tapi gk tau tahan berapa lama, baru nyoba","wanginya enak, tapi gk tau tahan berapa lama, baru nyoba",wanginya enak,Real,Fake,1.0,0.0
1421,"sesuai pesanan, sayang type wanginya yg saya kurang suka.. over all bagus.. tks","sesuai pesanan, sayang type wanginya yg saya kurang suka.. over all bagus.. tks",sesuai pesanan,Real,Fake,0.8,2.0
1422,"mantap harumnya strong, sangat direkomendasikan untuk dibeli","mantap harumnya strong, sangat direkomendasikan untuk dibeli",mantap harumnya strong,Real,Fake,1.0,0.0
1425,"baunya enak, cuma pas pertama kali di semprot agak strong, tapi lama kelamaan wanginya jadi fresh.untuk ketahanan lumayan lama","baunya enak, cuma pas pertama kali di semprot agak strong, tapi lama kelamaan wanginya jadi fresh.untuk ketahanan lumayan lama",baunya enak,Real,Fake,1.0,0.0
1435,"sesuai pesanan, respon cepat pengiriman cepat.","sesuai pesanan, respon cepat pengiriman cepat.",sesuai pesanan,Real,Fake,1.0,0.0
1436,paket sudah sampai mantap harum ketahanan blum tao semoga awet besok pesen lagi mantap👍👍murah tapi bukan muarahan good,paket sudah sampai mantap harum ketahanan blum tao semoga awet besok pesen lagi mantap👍👍murah tapi bukan muarahan good,paket sudah sampai mantap harum ketahanan blum tao semoga awet besok pesen lagi mantapmurah tapi bukan muarahan good,Fake,Real,0.822,4.44
1437,"pengiriman cepat, dan parfumnya mantap cocok untuk outdoor juga","pengiriman cepat, dan parfumnya mantap cocok untuk outdoor juga",pengiriman cepat,Real,Fake,1.0,0.0
1438,"sipp sesuai pesanan,, packing nya jg oke,, barang aman,, thx yaa","sipp sesuai pesanan,, packing nya jg oke,, barang aman,, thx yaa",sipp sesuai pesanan,Real,Fake,1.0,0.0
1441,"wanginya suka, packingnya aman, pengiriman nya juga cepat, fast respon juga.","wanginya suka, packingnya aman, pengiriman nya juga cepat, fast respon juga.",wanginya suka,Real,Fake,0.85,1.5
1444,"wanginya enak, cuman gak tahan lama, enak di taruh di badan, itu aja sih... ✌","wanginya enak, cuman gak tahan lama, enak di taruh di badan, itu aja sih... ✌",wanginya enak,Real,Fake,1.0,0.0
1446,"sesuai harapan. wanginya ga terlalu nyengat dan kalem, untuk durasi belum coba pakai baru banget beli.","sesuai harapan. wanginya ga terlalu nyengat dan kalem, untuk durasi belum coba pakai baru banget beli.",sesuai harapan. wanginya ga terlalu nyengat dan kalem,Fake,Real,0.809,4.17
1452,"wanginya enak, fresh dan lumayan tahan lama kualitasnya baik.","wanginya enak, fresh dan lumayan tahan lama kualitasnya baik.",wanginya enak,Real,Fake,1.0,0.0
1455,pangiriman cepat harga terjangkau wangi awet tahan lama fresh,pangiriman cepat harga terjangkau wangi awet tahan lama fresh,pangiriman cepat harga terjangkau wangi awet tahan lama fresh,Fake,Real,0.767,3.34
1457,"barang bagus, sesuai dan wangi enak maskulin banget","barang bagus, sesuai dan wangi enak maskulin banget",barang bagus,Real,Fake,1.0,0.0
1458,"pengiriman cepat, packing aman, produk sesuai pesanan","pengiriman cepat, packing aman, produk sesuai pesanan",pengiriman cepat,Real,Fake,1.0,0.0
1459,"wanginya enak, terus packingnya aman walaupun pengiriman lama bener padahal sameday","wanginya enak, terus packingnya aman walaupun pengiriman lama bener padahal sameday",wanginya enak,Real,Fake,1.0,0.0
1462,"barang sesuai pesanan, asli ini parfum baunya enak dan tidak nyengat","barang sesuai pesanan, asli ini parfum baunya enak dan tidak nyengat",barang sesuai pesanan,Real,Fake,1.0,0.0
1467,wanginya strong di awal tapi lama2 jadi agak soft. semoga awet wanginya,wanginya strong di awal tapi lama2 jadi agak soft. semoga awet wanginya,wanginya strong di awal tapi lama2 jadi agak soft. semoga awet wanginya,Fake,Real,0.788,3.76
1469,"barang cepat sampai, dikemas cukup baik, wangi seger + maskulin, cocok untuk siang maupun malam","barang cepat sampai, dikemas cukup baik, wangi seger + maskulin, cocok untuk siang maupun malam",barang cepat sampai,Real,Fake,1.0,0.0
1476,"sesuai pesanan, barang berfungsi,include kabel type c sama brush, bisa cukur sampai halus/gundul, tapi bikin luka dikit di atas bibir, entah cara saya yg salah atau shave...","sesuai pesanan, barang berfungsi,include kabel type c sama brush, bisa cukur sampai halus/gundul, tapi bikin luka dikit di atas bibir, entah cara saya yg salah atau shave...",sesuai pesanan,Real,Fake,1.0,0.0
1477,"pengiriman cepat, bladenya aman di pegang/ sentuh pake jari tangan enggak baret2/luka, ada penutupnya, di coba di cuci juga aman, sayangnya yang ngelupas2 di cover razorn...","pengiriman cepat, bladenya aman di pegang/ sentuh pake jari tangan enggak baret2/luka, ada penutupnya, di coba di cuci juga aman, sayangnya yang ngelupas2 di cover razorn...",pengiriman cepat,Real,Fake,1.0,0.0
1487,"bukan shavr abal2, baterai awet, buat cukuran jg nyaman","bukan shavr abal2, baterai awet, buat cukuran jg nyaman",bukan shavr abal2,Real,Fake,1.0,0.0
1488,"pemakaian oke, batere tahan lama, minimalis + ada penutup pisaunya. saran sebaiknya pakai saat rambut sudah pendek sekali (digunting dahulu) karena cukup sakit kalo dipak...","pemakaian oke, batere tahan lama, minimalis + ada penutup pisaunya. saran sebaiknya pakai saat rambut sudah pendek sekali (digunting dahulu) karena cukup sakit kalo dipak...",pemakaian oke,Real,Fake,1.0,0.0
1489,"suka dengan produk, packing aman, segel, simpel cara menggunakan dan membersihkan sesudah pakai","suka dengan produk, packing aman, segel, simpel cara menggunakan dan membersihkan sesudah pakai",suka dengan produk,Real,Fake,1.0,0.0
1493,semoga awet masa pakai baterai: semoga awet sangat bagus performa: pas di gengam,semoga awet masa pakai baterai: semoga awet sangat bagus performa: pas di gengam,semoga awet masa pakai baterai: semoga awet sangat bagus performa: pas di gengam,Fake,Real,0.811,4.22
1494,"suka banget, barang bagus banget modern canggih dan dapat diskon juga pengirimannya cepat. makasih banyak ya tokopedia. sukses selalu","suka banget, barang bagus banget modern canggih dan dapat diskon juga pengirimannya cepat. makasih banyak ya tokopedia. sukses selalu",suka banget,Real,Fake,1.0,0.0
1499,"keren neh. udh test jg, cukup aman n bersih hasilnya. semoga awet.","keren neh. udh test jg, cukup aman n bersih hasilnya. semoga awet.",keren neh. udh test jg,Fake,Real,0.805,4.09
1502,"performa: baik, sesuai dengan yang di foto sesuai ekspektasi","performa: baik, sesuai dengan yang di foto sesuai ekspektasi",performa: baik,Real,Fake,1.0,0.0
1510,"barang sesuai gambar, ternyata cara mengaktifkan dan memamtikannya unik sekali, awalnya cukup binggung namun ternyata cukup di tekan saja bisa nyala dan ditekan lagi untu...","barang sesuai gambar, ternyata cara mengaktifkan dan memamtikannya unik sekali, awalnya cukup binggung namun ternyata cukup di tekan saja bisa nyala dan ditekan lagi untu...",barang sesuai gambar,Real,Fake,1.0,0.0
1514,sesuai deskripsi produk original enshen k8 mantap full,sesuai deskripsi produk original enshen k8 mantap full,sesuai deskripsi produk original enshen k8 mantap full,Fake,Real,0.76,3.2
1516,mari kita coba beralih dr phili** yang harganya semakin bikin bangkrut.. semoga awet,mari kita coba beralih dr phili** yang harganya semakin bikin bangkrut.. semoga awet,mari kita coba beralih dr phili** yang harganya semakin bikin bangkrut.. semoga awet,Fake,Real,0.833,4.66
1519,"produknya keren banget, asli kemasan, kualitas baik","produknya keren banget, asli kemasan, kualitas baik",produknya keren banget,Real,Fake,1.0,0.0
1523,mantabs bossque........ premium shaver harga murah tp gak murahan terima kasih.,mantabs bossque........ premium shaver harga murah tp gak murahan terima kasih.,mantabs bossque........ premium shaver harga murah tp gak murahan terima kasih.,Fake,Real,0.914,6.29
1526,"barang cepat sampai, sesuai gambar. semoga sesuai dg testimoni. terimakasih","barang cepat sampai, sesuai gambar. semoga sesuai dg testimoni. terimakasih",barang cepat sampai,Real,Fake,1.0,0.0
1533,"bagus, desainnya mewah elegant. fungsinya baik dan sesuai deskripsi","bagus, desainnya mewah elegant. fungsinya baik dan sesuai deskripsi",bagus,Real,Fake,1.0,0.0
1534,mudah d pakai semoga awet bahan kuat dan mantap,mudah d pakai semoga awet bahan kuat dan mantap,mudah d pakai semoga awet bahan kuat dan mantap,Fake,Real,0.813,4.27
1536,"halus lembut, belum di coba... baru tes hidup...","halus lembut, belum di coba... baru tes hidup...",halus lembut,Real,Fake,1.0,0.0
1543,mantapp tajam dan tahan lamaaaaaaaaaaaaaaaaa,mantapp tajam dan tahan lamaaaaaaaaaaaaaaaaa,mantapp tajam dan tahan lamaaaaaaaaaaaaaaaaa,Fake,Real,0.95,7.26
1554,"thanks, barang bagus, pertama kali pakai shaver electrik gini agak takut jg kirain sakit/luka, ternyata aman bahkan g ada nyeri biarpun abis kena air","thanks, barang bagus, pertama kali pakai shaver electrik gini agak takut jg kirain sakit/luka, ternyata aman bahkan g ada nyeri biarpun abis kena air",thanks,Real,Fake,1.0,0.0
1556,"built quality bagus, fungsi ok, ukuran cukup kecil untuk dibawa travel, ringkas dan praktis. mantapp","built quality bagus, fungsi ok, ukuran cukup kecil untuk dibawa travel, ringkas dan praktis. mantapp",built quality bagus,Real,Fake,1.0,0.0
1557,"respon toko cepat, pelayanan baik dan maksimal. senang berbelanja di toko ini, produknya sesuai dengan deskripsi dan dapat berfungsi dengan baik. packing aman, terima kas...","respon toko cepat, pelayanan baik dan maksimal. senang berbelanja di toko ini, produknya sesuai dengan deskripsi dan dapat berfungsi dengan baik. packing aman, terima kas...",respon toko cepat,Real,Fake,1.0,0.0
1561,"produk berfungsi, packing baik, kondisi baik","produk berfungsi, packing baik, kondisi baik",produk berfungsi,Real,Fake,1.0,0.0
1562,"bagus banget, boxya bagus, isi lengkap, berfungsi dengan baik, gak sakit di kulit, fyi ini ga cocok buat rambut panjang yaa","bagus banget, boxya bagus, isi lengkap, berfungsi dengan baik, gak sakit di kulit, fyi ini ga cocok buat rambut panjang yaa",bagus banget,Real,Fake,1.0,0.0
1563,"barang sesuai deskripsi, aman, kualitas dan kemasan baik, barang nya berfungsi, bagus, potongan nya cukup rapi. terima kasih banyak 🙂👍","barang sesuai deskripsi, aman, kualitas dan kemasan baik, barang nya berfungsi, bagus, potongan nya cukup rapi. terima kasih banyak 🙂👍",barang sesuai deskripsi,Real,Fake,1.0,0.0
1565,"sesuai pesanan, diluar ekspektasiku, mewah sekali, kualitas bagus, berat berbobot, harga promo saler responsif dan ramah terima kasih","sesuai pesanan, diluar ekspektasiku, mewah sekali, kualitas bagus, berat berbobot, harga promo saler responsif dan ramah terima kasih",sesuai pesanan,Real,Fake,1.0,0.0
