id,original_text,rating,helpful,text,decision,confidence,suspicion_score,key_features,llm_contribution
559,bentuk dan ukuran: bagus dan sesuai ukuran bahan: lumayan bagus buat harian warna: juga oke,5,0,bentuk dan ukuran: bagus dan sesuai ukuran bahan: lumayan bagus buat harian warna: juga oke,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
560,"mantap celana jogernya,pas banget ukuran nya, nyaman di pakai, terimakasih 🙏 jangan ragu beli di toko ini,amanah dan respon baik, semoga laris manis dan sukses terus 🤲",5,0,"mantap celana jogernya,pas banget ukuran nya, nyaman di pakai, terimakasih 🙏 jangan ragu beli di tok...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 27}",0.0
561,"warna: warnanya yang satu tidak cocok dengan pesanan minta biru navy di kirim hitam, kalau abu tua sudah pas",4,0,"warna: warnanya yang satu tidak cocok dengan pesanan minta biru navy di kirim hitam, kalau abu tua s...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
562,celana nya bagus bahan tebal. nyaman di pake. makasih untuk toko nya....,5,0,celana nya bagus bahan tebal. nyaman di pake. makasih untuk toko nya....,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
563,bentuk dan ukuran: ukuranya pas sm saya bahan: lumayan alus dan adem di pakai warna: warnanya cocok deh sesuai harapan,5,0,bentuk dan ukuran: ukuranya pas sm saya bahan: lumayan alus dan adem di pakai warna: warnanya cocok ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 20}",0.0
564,bentuk dan ukuran: pas bahan: halus warna: bagus,5,0,bentuk dan ukuran: pas bahan: halus warna: bagus,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
565,celananya bagus kayaknya nggak terlalu panas terima kasih,5,0,celananya bagus kayaknya nggak terlalu panas terima kasih,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
566,"barang cepat sampai, bahan tebel, dan bagus",5,0,"barang cepat sampai, bahan tebel, dan bagus",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
567,bentuk dan ukuran: ukuran nya pas warna nya juga bagus bahan tebel pastinya suka bngt pokoknya mah.,5,0,bentuk dan ukuran: ukuran nya pas warna nya juga bagus bahan tebel pastinya suka bngt pokoknya mah.,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 17}",0.0
568,bentuk dan ukuran: ok.pas bahan: bagus warna: abu tua abu muda karakteristik: nyaman di pakai,5,0,bentuk dan ukuran: ok.pas bahan: bagus warna: abu tua abu muda karakteristik: nyaman di pakai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
569,"bagus ,nyaman ,dgn hrga segitu lumayan buat suami mancing,kecehan,kotor2an , ad lesliting.nya juga di kantong jdi aman buat nyimpan hp dompet / uang ngak jatuh 👍",5,0,"bagus ,nyaman ,dgn hrga segitu lumayan buat suami mancing,kecehan,kotor2an , ad lesliting.nya juga d...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 26}",0.0
570,"celana traning bahan bagus sesuai harganya,tapi untuk masukan toko penjual ukuran 3xl kaya ukuran xl kak",5,0,"celana traning bahan bagus sesuai harganya,tapi untuk masukan toko penjual ukuran 3xl kaya ukuran xl...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 16}",0.0
571,warna gak sesuai di gambar kecewa bngt di foto keliatan bagus dan tebal yg dateng malah tipis bnget malah warna nya beda. mf saya kasi bintang 2 soalnya saya kurang puas,2,0,warna gak sesuai di gambar kecewa bngt di foto keliatan bagus dan tebal yg dateng malah tipis bnget ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 31}",0.0
572,yang abu bagus tebel yg hitam agak tipis beda kain hh .gpp bagus murmer juga,5,0,yang abu bagus tebel yg hitam agak tipis beda kain hh .gpp bagus murmer juga,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
573,"bagus, bahannya lumayan tebal, harga murah meriah... hanya saja pesannya hitam navy, yang dateng hitam abu tua... it's ok.... semoga lancar jaya",5,0,"bagus, bahannya lumayan tebal, harga murah meriah... hanya saja pesannya hitam navy, yang dateng hit...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 22}",0.0
574,kurirnya ramah paket nya cepat kondisi baik harga sesuai dengan bahan nya,5,0,kurirnya ramah paket nya cepat kondisi baik harga sesuai dengan bahan nya,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
575,"bentuk dan ukuran: sangat pas bahan: bagus warna: keduanya warna hitam, tapi gak apalah..",5,0,"bentuk dan ukuran: sangat pas bahan: bagus warna: keduanya warna hitam, tapi gak apalah..",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
576,celana kecil ukuran untuk anak smp saya pesan xxl krena tulisan muat 70-85 ternyata tdk muat anak saya sma bb 68. kalau bb 70 saran saya ambil xxxl dan kalau tinggi 165 k...,2,0,celana kecil ukuran untuk anak smp saya pesan xxl krena tulisan muat 70-85 ternyata tdk muat anak sa...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 33}",0.0
577,"baguuus, rekomended, bahan tidak tipis, jangan ragu beli di toko ini ya guys yaaa",5,0,"baguuus, rekomended, bahan tidak tipis, jangan ragu beli di toko ini ya guys yaaa",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
578,contohx tebal tp yg datang tipis kukira sama dengan contohx,3,0,contohx tebal tp yg datang tipis kukira sama dengan contohx,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
579,"alhamdulillah paket sdh di terima, bahan adem. makasih seller. makasih pak paket",5,0,"alhamdulillah paket sdh di terima, bahan adem. makasih seller. makasih pak paket",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
580,"bentuk dan ukuran: beli uk 3xl ternyata tidak sesuai kak, 3xl nya kecil seperti uk xl jd tidak cukup bt aku.. sayang banget padahal celananya bagus bahan: bahannya bagus...",5,0,"bentuk dan ukuran: beli uk 3xl ternyata tidak sesuai kak, 3xl nya kecil seperti uk xl jd tidak cukup...",Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 29}",0.0
581,celana nya tipis banget ... karet yg d bagian bawah sudah melar banget,4,0,celana nya tipis banget ... karet yg d bagian bawah sudah melar banget,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
582,xl ini mah kecil...panjang nya jg kurang banyak ngatung banget klo dipake...,4,0,xl ini mah kecil...panjang nya jg kurang banyak ngatung banget klo dipake...,Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
583,"saya lihat di videonya ada saku dibelakang, ternyata setelah barang sampai tidak ada saku dibelakang...",3,0,"saya lihat di videonya ada saku dibelakang, ternyata setelah barang sampai tidak ada saku dibelakang...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
584,"alhamdulillah bahan celana nya sangat bagus sesuai harapan, terimakasih penjual nya sangat amanah.",5,0,"alhamdulillah bahan celana nya sangat bagus sesuai harapan, terimakasih penjual nya sangat amanah.",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
585,ukuran nya gk bsa utk dipakai.pendek buat saya.bahan sesuai dengan harga,4,0,ukuran nya gk bsa utk dipakai.pendek buat saya.bahan sesuai dengan harga,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
586,bentuk dan ukuran: pas bahan: lumayan sesuai harga warna: bagus karakteristik: anget jahitan rapi semoga awet,5,0,bentuk dan ukuran: pas bahan: lumayan sesuai harga warna: bagus karakteristik: anget jahitan rapi se...,Fake,0.812,4.24,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 16}",0.413
587,kecewa ukuran xxxi ga muat masa ukuran 80-90kg padahal gedean ternyata kecil 😭,2,0,kecewa ukuran xxxi ga muat masa ukuran 80-90kg padahal gedean ternyata kecil 😭,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
588,"barangnya sangat bgus bahannya adem,dan harganya sesuai dengan kualitas nya👍",5,0,"barangnya sangat bgus bahannya adem,dan harganya sesuai dengan kualitas nya👍",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
589,"alhamdulillah barangnya sudah sampai, celananya bagus, saya suka, tokonya amanah 👍",5,0,"alhamdulillah barangnya sudah sampai, celananya bagus, saya suka, tokonya amanah 👍",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
590,paket sdh diterima kemasan aman cma hrse aku pesen xl tpi ngk papa bisa buat ank bahane bagus jg ....mas kurir jg berlangganan,5,0,paket sdh diterima kemasan aman cma hrse aku pesen xl tpi ngk papa bisa buat ank bahane bagus jg ......,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 23}",0.0
591,pket tidak lengkap. yg dipesan isi 2 tp yg datang cuma 1. video unboxing ada tp knp g bisa diupload disini ya?? hnya bukti foto yg bisa diupload. produk ini sya return kr...,2,0,pket tidak lengkap. yg dipesan isi 2 tp yg datang cuma 1. video unboxing ada tp knp g bisa diupload ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 33}",0.0
592,jadi penjual yg jujur mosok barang nya sm gambarnya dan iklannya tidak sesuai,1,0,jadi penjual yg jujur mosok barang nya sm gambarnya dan iklannya tidak sesuai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
593,"bagus bahan tebal sesuai dengan gambar makasih buat tik tok, reseller nya semoga amanah",5,0,"bagus bahan tebal sesuai dengan gambar makasih buat tik tok, reseller nya semoga amanah",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
594,terlalu tipis bahany ga sesuai gambar,3,0,terlalu tipis bahany ga sesuai gambar,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
595,"barang datang dengan baik ,, kwalitas baik ,,mantap",5,0,"barang datang dengan baik ,, kwalitas baik ,,mantap",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
596,barang sudah sampai hanya saja ukurannya agak kecil ya di bb 85,4,0,barang sudah sampai hanya saja ukurannya agak kecil ya di bb 85,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
597,"makasi.... toko amanah barang sesuai yang di promosikan , pemgiriman paket aman ,walau,plastik sobek.barang ga cacat,lain kali bungkus di perkuat,makasih.",5,0,"makasi.... toko amanah barang sesuai yang di promosikan , pemgiriman paket aman ,walau,plastik sobek...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 20}",0.0
598,barang nya udah datang pas warna nya bahan nya juga bagus dan baik,4,0,barang nya udah datang pas warna nya bahan nya juga bagus dan baik,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
599,barang datang sesuwai harapan sangat amanah saku adaresletingnya juga,5,0,barang datang sesuwai harapan sangat amanah saku adaresletingnya juga,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
600,bentuk dan ukuran: pas bahan: bagus warna: sesuai pesanan karakteristik: hangat di tubuh,5,0,bentuk dan ukuran: pas bahan: bagus warna: sesuai pesanan karakteristik: hangat di tubuh,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
601,paket dah sampai bagus halus lembut enak dipakai,5,0,paket dah sampai bagus halus lembut enak dipakai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
602,"alhamdulillah barang nya sudah sampai sesuai pesanan, ukuran nya pas selalu amanah ya untuk toko nya terimakasih 😊",5,0,"alhamdulillah barang nya sudah sampai sesuai pesanan, ukuran nya pas selalu amanah ya untuk toko nya...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 18}",0.0
603,barangnya baru sampe sangat puasss bahannya bagus tokonya amanah,5,0,barangnya baru sampe sangat puasss bahannya bagus tokonya amanah,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
604,ukuran ngepas....kalau dipakai jongkok kurang nyaman agak kurang panjang sedikit....bahan agak tipis dan sesuai harga. tali nya seperti tali sepatu....semoga awet,3,0,ukuran ngepas....kalau dipakai jongkok kurang nyaman agak kurang panjang sedikit....bahan agak tipis...,Fake,0.8,4.0,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 21}",0.333
605,alhamdulillah sudah diterima terimakasih bahan lumayan bagus dan enak dipake ...,5,0,alhamdulillah sudah diterima terimakasih bahan lumayan bagus dan enak dipake ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
606,"sangat di sayangkan clana nya yg 1 bolong , mohon lain kali di cek dulu sebelum di kirim 🙏🏻🙏🏻",3,0,"sangat di sayangkan clana nya yg 1 bolong , mohon lain kali di cek dulu sebelum di kirim 🙏🏻🙏🏻",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 19}",0.0
607,bahan sesuai harga...walau terawang dikit....tp masih layak pakai ...murah banget pokoknya..,5,0,bahan sesuai harga...walau terawang dikit....tp masih layak pakai ...murah banget pokoknya..,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
608,"bahan nya lumayan tebal adem nyerap keringat, kurir nya baik ramah",5,0,"bahan nya lumayan tebal adem nyerap keringat, kurir nya baik ramah",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
609,"paket sudah di terima sesuai pesanan,bahan halus pengiriman tepat waktu,trima kasih semoga tetep amanah",5,0,"paket sudah di terima sesuai pesanan,bahan halus pengiriman tepat waktu,trima kasih semoga tetep ama...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
610,produk sesuai banget dengan yg di iklankan intinya produk bagus,5,0,produk sesuai banget dengan yg di iklankan intinya produk bagus,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
611,saya pesan 2 paket isi 4 kok yang datang cuma isi 2 sih kak kecewa banget ..tolong yang 2 lagi di kirim .pengemasanya juga kurang rapi,1,0,saya pesan 2 paket isi 4 kok yang datang cuma isi 2 sih kak kecewa banget ..tolong yang 2 lagi di ki...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 26}",0.0
612,kwalitas barang kurang bagus. rijek pulang,2,0,kwalitas barang kurang bagus. rijek pulang,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
613,bentuk dan ukuran: pas bahan: adem warna: sesuai yg di foto,5,0,bentuk dan ukuran: pas bahan: adem warna: sesuai yg di foto,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
614,bentuk dan ukuran: xl tpi kecil yach biarin lah yg penting enak d pakai nya,5,0,bentuk dan ukuran: xl tpi kecil yach biarin lah yg penting enak d pakai nya,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
615,bentuk dan ukuran: pas bahan: bagus warna: sesuaikeun ya 🙂‍↕️🙂‍↕️,5,0,bentuk dan ukuran: pas bahan: bagus warna: sesuaikeun ya 🙂‍↕️🙂‍↕️,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
616,masa allah kecil dan pendek padahal xxl yah sy selalu kecewaa,1,0,masa allah kecil dan pendek padahal xxl yah sy selalu kecewaa,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
617,alhamdulillah celananya pas di anak aku pengiran juga cepat sukses selalu👍👍👍👍,5,0,alhamdulillah celananya pas di anak aku pengiran juga cepat sukses selalu👍👍👍👍,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 11}",0.0
618,"pesenan sesuai, tpi yg abu abu kekecilan",5,0,"pesenan sesuai, tpi yg abu abu kekecilan",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
619,alhamdulillah.barang sdh sampai..bahan bagus sesuai harga..mksh tiktok.mksh bang kurir..,5,0,alhamdulillah.barang sdh sampai..bahan bagus sesuai harga..mksh tiktok.mksh bang kurir..,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
620,bagus banget bahanya tebal ga kecewa,5,0,bagus banget bahanya tebal ga kecewa,Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
621,"allhamdulillah paket nya udah nyampai,barang nya bagus sesuai dengan harga,anak juga seneng langsung di pake🤭",5,0,"allhamdulillah paket nya udah nyampai,barang nya bagus sesuai dengan harga,anak juga seneng langsung...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
622,ini mah bisa buat ngaji.. pas dipake ankku,5,0,ini mah bisa buat ngaji.. pas dipake ankku,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
623,barang dateng sesuai dan bagus sekali...terimakasih seller...sukses selalu dan laris manis,5,0,barang dateng sesuai dan bagus sekali...terimakasih seller...sukses selalu dan laris manis,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
624,alhamdulillah paket celana senam saya sudahdatang saya kecewa baran yg dikirim tdk sesuai ukurannya yg saya l& pesan ukuran xxl bukan xl warna abu abu cocok tapi yg w...,2,0,alhamdulillah paket celana senam saya sudahdatang saya kecewa baran yg dikirim tdk sesuai ukurannya ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 29}",0.0
625,"barang sdh sampai, aman, makasih gan. bentuk dan ukuran: ok bahan: sesuai harga warna: ok karakteristik: ok",4,0,"barang sdh sampai, aman, makasih gan. bentuk dan ukuran: ok bahan: sesuai harga warna: ok karakteris...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 17}",0.0
626,bahan sedang harga lumayan warna cukup bagus,4,0,bahan sedang harga lumayan warna cukup bagus,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
627,alhamdulillah paketnya sudah sampai celana nya bagus gak kecewa,5,0,alhamdulillah paketnya sudah sampai celana nya bagus gak kecewa,Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
628,"murah dan bagus celananya,gk nyesel co,semoga selalu amanah",5,0,"murah dan bagus celananya,gk nyesel co,semoga selalu amanah",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
629,"barang nya halus lmbut,, semoga awet,, terimakasih banyak bosku n si abang kurir nya jga",5,0,"barang nya halus lmbut,, semoga awet,, terimakasih banyak bosku n si abang kurir nya jga",Fake,0.809,4.17,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.391
630,bentuk dan ukuran: ukuran xxxl sama dgn ukuran xl bahan: bhan bagus,4,0,bentuk dan ukuran: ukuran xxxl sama dgn ukuran xl bahan: bhan bagus,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
631,bentuk dan ukuran: pas bahan: kaos warna: sesuai bagus. smg gk kecilnya utk suami,5,0,bentuk dan ukuran: pas bahan: kaos warna: sesuai bagus. smg gk kecilnya utk suami,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
632,barang nya sudah sampai kualitas nya lumayan harganya ekonomis pengiriman cepat kurir langganan mudah mudahan awet di pakai nya,4,0,barang nya sudah sampai kualitas nya lumayan harganya ekonomis pengiriman cepat kurir langganan muda...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
633,barang lumayan ...sesuai harga...ukuran xl nya kecil..klw mu order di sarankan ambil ukuran besar di tambah satu nomer biar pas,4,0,barang lumayan ...sesuai harga...ukuran xl nya kecil..klw mu order di sarankan ambil ukuran besar di...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 20}",0.0
634,kurir ramah dan baik . produk sangat bagus,5,0,kurir ramah dan baik . produk sangat bagus,Fake,0.753,3.06,"{'contradiction': 0, 'template_language': 1, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.353
635,kurang panjang dikit aja barang lumayan ok,5,0,kurang panjang dikit aja barang lumayan ok,Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
636,jahitan rapi bagus...murahlah untuk harga segitu,5,0,jahitan rapi bagus...murahlah untuk harga segitu,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
637,warna sesuai oesanan tp karetnya kurang bagus... sesuai hrga bahan: biasa aja,4,0,warna sesuai oesanan tp karetnya kurang bagus... sesuai hrga bahan: biasa aja,Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
638,sy pesan bb 90 yg di kirimkan bb 30/40 ya ngak muat lah buat sy tu pinggangnya kecil bangett,1,0,sy pesan bb 90 yg di kirimkan bb 30/40 ya ngak muat lah buat sy tu pinggangnya kecil bangett,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
639,bgus sesuai sm pesanan bhn ya jg lmbut gk pnas bahan: bgus adem gk pnas,5,0,bgus sesuai sm pesanan bhn ya jg lmbut gk pnas bahan: bgus adem gk pnas,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
640,cocok dan sesuai lah sm harga nya. lumayan oke,5,0,cocok dan sesuai lah sm harga nya. lumayan oke,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
641,"bentuk dan ukuran: pas sesuai warna: sesuai pesanan all good, thanks",5,0,"bentuk dan ukuran: pas sesuai warna: sesuai pesanan all good, thanks",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
642,"psket sfh ssmpet, bahannya lembut, mskasih ya kak",5,0,"psket sfh ssmpet, bahannya lembut, mskasih ya kak",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
643,barang sudah sampai dengan selamat dan aman barang bagus sesuai deskripsi di toko,5,0,barang sudah sampai dengan selamat dan aman barang bagus sesuai deskripsi di toko,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
644,"mohon maaf ,barang tidak sesuai ekspektasi",1,0,"mohon maaf ,barang tidak sesuai ekspektasi",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
