ulasan_cleaned,Rating,Membantu
"trima kasih seller, brg sudah tiba dgn baik dgn kondisi yg bagus dan original 🙏🏻",5,0
"bubble warp nya tebal, pengiriman cepat, barang sesuai iklan, terima kasih",5,0
bagus sekali dan wrapping nya tebal sehingga barang aman,5,0
makasih ya barang di segel dan pengiriman gercep banget,5,0
"barang yang diterima bekerja dengan baik, warna sesuai dengan yang di pesam. hanya saja pengiriman dari gosend instan (3jam) kurang menyenangkan.",5,1
"barang sampai dengan aman. pengiriman cepat, tidak ada kendala, puas!",5,0
barang sudah diterima ok mantap dah sip punya,5,0
barang masih segel original garansi tam,5,0
"barang sudah sampai dengan selamar, tanpa ada kerusakan, berfungsi dengan sangat baik, masih segelan, ori, warna sesuai",5,0
"cakep, diproses sesuai pesanan barang original pengiriman cepat seller respon cepat",5,0
"nyampe dengan selamat, terima kasih seller, terimakasih tokped, terimakasih vouchernya, tapi gak tau voucher diskon pembelian selanjutnya gimana gunainnya",5,0
barang masih segel dan ada garansi resmi nya,5,0
barang sampai dengan aman. product asli. bergaransi. 100% ori. respons seller cepet pas jam kerja. aga slow process tp maklum karena 12.12 overall recommended seller.,5,0
"keren, tebal, sangat aman, puas. bahannya juga kuat.",5,0
"packing aman, proses cepat, dan admin komunikatif",5,0
bubble wrap tebal tp kondisi kardus ipadny penyok,4,0
bagus .segel .original. mantap,5,0
mantappp bonusnyaaa.. recomendedddd sekalleeee. thank,5,1
barang sampai dengan selamat. admin responsive. request garansi jg sesuai. mantap! thanks. 🙏,5,1
paking nya aman tebal pake dus juga top pokonya di toko ini,5,0
"barang segel dan mulus, perfecto..",5,0
"respon dan packing nya mantap sekali,pengiriman cepat juga",5,0
packing extra bubble wrap jadi makin tebal,5,0
"lorem ipsum dolor sit amet, consectetur adipiscing elit. cras sodales sapien quis augue tempor sagittis. suspendisse potenti. sed accumsan velit et nunc hendrerit, vitae...",5,0
barang sesuai pesanan dan original.. recomended seller deh pokok nya,5,0
barangnya bagus harga bersahabat seller cepat tanggap kurir gokil abis,5,0
"dijamin original, lancar jaya, mantapppppp!",5,0
"even without wood-packing, the items arrived in good condition. just a bit of a crack of screen protectors. for me, it5s normal with no wood coverage.",4,1
kejernihan lensa: bagus mantap hadiahnya banyak mksh bos,5,0
packing oke. tapi kurang tebal. selebihnya okeeeee,5,0
bubble tebal berlapis jadi aman saat datang dalam keadaan baik,5,0
bubble wrap super tebal jadi aman di perjalanan saat kirim,5,0
"bagusss, original, suka suka dahhhh pengiriman cepat",5,0
jos walaupun gak tau kenapa toped sekarang ada seperti ini.,5,0
"pengiriman aman, buble tebal, sampe dgn selamat",5,1
"packing luar biasa aman, padahal pengiriman instan tapi keamanan tetap dijaga sama toko ya. terima kasih",5,0
"terima kasih barang sdh d terima sesuai pesanan, pengiriman aman",5,0
barang bagus resmi dan banyak diskon,5,0
bubble wrap sangat membantu! terimakasih admin!,5,0
"packing aman, pengiriman cepat. mantapp boss",5,0
pengiriman cepat sampai dan barang bagus terimakasih banyak kak,5,0
hapenya sudah sampai dengan sempurna. makasih banyak yaa oom 🙂,5,1
hal terbaik dr oppo a3 yg saya order adalah bubble wrapnya,3,1
"bubble wrap aman, packingannya oke punya",5,0
bubble wrap buat paket makin aman......mantappp,5,0
"barang saya terima dg baik tanpa cacat, thx seller quality of work: semua fungsi hp berjalan dg baik, tanpa cacat, kamera bagus, kapasitas besar, semoga awet lens clarit...",5,0
"pengiriman cepat dan aman,seller gercep,produk ori segelan,ini repeat order kedua kali✌🏻",5,0
barang bagus original pengiriman cepat packing rapi dan aman,5,0
seller fast respond.. barang yg dijual juga sesuai deskripsi.. overall recommended seller..,5,0
"mantap, responsif, harga terbaik, berfungsi dengan baik. thanks",5,0
keamanan barang terjamin dgn ekstra packaging dari seller.. packaging tebal dan aman dari guncangan ataupun benturan yg mungkin terjadi saat pengiriman,5,0
"mantap banget... garansi sampe 1/12/2026. ini toko recommended banget. harga murah, no tipu tipu.... puas banget",5,0
barang ori dan masih segel 👌 minus pengiriman jne lebih lama dari biasaanya untuk barang jenis elektronik /hp,4,0
"barang sampai dengan cepat, packagingnya super aman, bahkan package iphonenya pun masih mulus.",5,0
"barang bagus sesuai deskripsi, penjual responsif.",5,0
"maaf krna kurang tebal, samping kotak tab nya peot",4,0
"fast respond, good product, fast delivery",5,0
barang bagus masih segelan. berfungsi dengan baik,5,0
buka kualitas pengerjaan: packing rapih mantapss kejernihan lensa: sangat jernih ada harga ada kualitas,5,0
"proses toko cepat, pengiriman aman dan rapi, hp sementara ini bagus sesuai ekspetasi",5,0
packing aman pake bubble wrap tebel banget,5,0
"bagus, fungsi dgn baik. seller jg okay. terim kasih",5,0
"sesuai pesanan,packing aman,pengriman cepat,cuman blm test krn buat d jual lagi",5,0
mantap admin fast respon meskipun salah kirim seharusnya pb malah tws tapi gapapa hehe pengiriman cepat puol,5,0
bubble wrap nya tebal. ipad terlindungi dengan baik. sayangnya untuk bonus tempered glass nya tidak terlindungi alias tempered glass nya retak,3,0
mntp dianter mlm ok trusted brang bgus mkshhhh,5,0
"bubble wrap benar2 aman, paket di dalamnya super aman, tidak ada dent pada kardus",5,0
"recomended seller, barang bagus dan oke 👍👍👍",5,0
tidak perlu diragukan lagi..udah ga keitung berapa kali belanja disini..sangat rekomen..,5,0
segel dan bergaransi …cepat sampai…ongkir murah,5,0
barang sudah sampai dan juga aman sentosa mantaaaappppppp,5,3
mantappp... merapat dengan sempurna. anak saya suka.,5,0
"boxnya tebal, bublewrapnya lebih tebal, mantaaap, barang cepat sampai",5,0
bungkus bungkus bungkus bungkus bungkus bungkus,5,0
"okelah cukup tebal bubble wrapnya, produk sampai dengan aman.",5,0
"barang di iklan seharga seri pro, tapi setelah saya pesan termyata itu hanya seri t biasa, karena harga masih di bawah harga pasar jadi ya saya terima",2,0
packing kuat ad buble,5,0
bubble wrap tebal dan rapi,5,0
pelayanan bagus semua awet,5,0
bubble wrap berlapis lapis aman benturan. top seller dah. 👍🏻👍🏻,5,0
sangat bagus karena paket jadi lebih aman,5,0
tebal. aman untuk produk.,5,0
barang original dan masih bersegel,5,0
"deskripsinya tidak lengkap, sangat mengecewakan.",3,0
terima kasih banyak atas semuanya beneran di doble babble wrap aman dan slamat,5,0
barang baek sesuai harapan n asli,5,0
"barang sangat aman, wrapping tebal",5,0
terima kasih banyak saya sudah menerima brg dalam kondisi baik,5,0
bubble warp tebal.. barang terlindungi,5,0
bubble rap banyak sekali tebal,5,0
bubblenya tebal dan dilapis dus lagi...,5,0
bagus asli,5,0
"penjual tidak ramah, jangan beli disini. marah2 gak jelas tidak punya sopan santun. hati hati klo beli di sini!!!",1,4
bubbblenya tebal sekali mantaap,5,0
barang sudah sampai di tempat terima kasih,5,0
"jangan beli di toko ini, penipuan dengan modus hp repack & barang ditukar dengan pengganti",1,6
barang sesuai pebarang sesuai pesanan dan ceapt sampaisanan dan ceapt sampai,5,0
kurang rapih aja aga pada bolong,3,0
ok barang sesuai pesanan,5,0
produk bagus dan pengiriman tepat waktu,5,0
hanya dapat free kurir toko rp.0,5,0
barang sesuai dengan pesanan terima kasih,5,0
tiba2 d suruh review.. beli aja ngga.. aneh,1,2
mantapppp keren bang pertahankan! nanti pasti repeat order,5,0
semoga barang tidak ada masalah,5,0
barang okeeeee,5,1
bubble tebal. produk aman.,5,0
extra bubble nya tebal bgt,5,0
buble tebal dan cukup aman,5,0
amanah dan cepat,5,0
mantap bubblenya,5,0
bagus dan aman,5,0
product sesuai order,5,0
barang ok....kemasan bagus,1,0
semua bagus,5,0
tidak ada bubblewrap,1,2
sangat bagus,5,0
dkasih buble rlwrap,5,0
"oke, 👍👍👍👍👍👍",5,0
tidak sesuai pesanan,1,3
mantab cepat,5,0
good,5,0
josss mantap,5,0
mantul banget.,5,0
sesuai dengan yang dikirim,5,0
ga ada bagusnya,1,2
mantappp kerennn,5,0
mantappppppp,5,0
top,5,0
mantapp,5,0
leh uga u,5,0
sesuai semoga awet..,5,0
top gila,5,0
sabi,5,0
sip,5,0
bintang 5,5,0
mntabbb,5,0
semoga awet yaa 🙏,5,0
performa: bagus kualitas pengerjaan: bagus pengemasan rapi dengan kardus dan bubble warp. barang sampai di lokasi tujuan dengan aman jaya. berfungsi dengan baik. jam nya...,5,3
"performa: bagus kualitas pengerjaan: kuat performa sistem: multifungsi, lengkap pengiriman cepat, dapat harga pas lagi agak tinggi, semoga awet",5,0
"good quality. mgkn sblm dikirim sm mimin di qc (quality control) dl, sehingga ga ada mslh smpe ditangan saya sbgai pembeli. cakep jg stlh ganti strap. biar ga bosen dgn t...",5,1
"barangnya bagus,sesuai deskripsi, admin dan pengiriman sangat cepat.. mantab",5,1
"ringan banget ternyata, cocok bwt dibawa pergi petualangan jauh, semoga barangnya awet",5,3
"alhamdulillah jamnya sudah sampai, packingnya rapi. puas, bagus banget dan berfungsi dengan baik.",5,0
"untuk di harga segini kulaitas barang sangat bagus, hanya saja hitungan langkahnya kurang akurat ya, kebanyakan langkah",5,2
"datang dengan selamat gada cacat, ternyata beneran warna oren lebih ciamik dr yg item.",5,0
barang bagus pengiriman cepat tpi belom dicoba,5,0
smartwatch yg paling rekomended tahun ini 🔥🔥🔥,5,2
performa sistem: kualitas mantap cuman ada beberapa keluhan setelah pemakaian,5,1
"pengiriman cepat, nunggu active go ndak di re-stock"" lama jdi beli yg onyx aja keluaran baru, tpi tetep puas walau ndak ada fitur dibekap layar mati, gps akurat & presisi...",5,1
"barang sesuai dengan etalase, mantab sesuailah dengan harga keren.",5,0
proses pengiriman cepat barangnya bagus mulus ada garansi nya 1 tahunn keren bangett pokoknyaa💯💯💯💯💯💯,5,0
sesuai deskripsi dan gambar .. beruntung sekali bisa dapat dengan harga yang terjangkau.,5,1
untuk kualitas dan fitur memang bagus .. hanya saja paket yang deterima tidak ada jaminan kalau ini produk baru ... sebab produk tidak dilapisi plastik segel atau adanya...,3,0
"mantap.. suka sekali desaintnya, aplikasi nya uda canggih..",5,0
"maaf gak kasih bintang 5 pengirimannya emang cepat tapi gak safety, kardusnya bisa sampe penyok begitu hmm... untung jamnya gak kenapa kenapa:((",3,3
performa: good kualitas pengerjaan: good performa sistem: good,5,0
"alhamdulillah sesuai pesanan, semoga awet, cuma untuk pilihan bahasa indonesia nya enggk ada, pokok puas",5,0
performa sistem: barang sesuwai dgn harga,5,0
bagus dan berfungsi dengan baik,5,0
"akhirnyaaaa punya juga smartwatch ghaib under sejutaan. gelooo, keren cuy",5,0
"puas sama barang nya. data2 olahraga pas ke share ke strava gak beda jauh sih.. walaupun lock gps nya agak lama, tapi gak masalah. pas udah lock, signal selalu full dan...",5,0
"performa: sangat bagus gps akurat. kualitas pengerjaan: sangat bagus. performa sistem: baru tiba langsung di tes lari 5km, gps akurat, notifikasi wa bekerja, kualitas san...",5,0
"kualitas barang sangat bagus untuk harga segini dan fitur untuk olahraga outdoor lengkap, gps akurat cuma di awal aja waktu mancari gps agak sedikit delay. hr juga akuran...",5,2
"agak fomo sih dengan jam ini, banyak reviewer yg bilang bagus, jadi ttp dibeli walaupun harganya pas ga fs, karena harganya naik turun dan stok nya pun cepat habis. tadin...",5,1
"barang berfungsi dengan sangat baik, batrai awet banget 9 hari, pengiriman cepat bangetttt",5,0
"performa: bagus,original,pengiriman sameday cepat langsung terkonfirmasi",5,0
"performa: sangat bagus baik kualitas pengerjaan: sesuai deskripsi performa sistem: elegan packingan sangat aman baik pake bubblewrap, smg awet🫶🏻 kurir sangat satset cep...",5,0
"pengiriman sangat cepat dan dipacking aman sesuai permintaan.. bahan ringan, sesuai di tangan",5,1
"build qualitynya kokoh banget, solid. gps ok, bisa connect strava juga mantep lah",5,1
quality of work: mantap penjualnya nih... barangnya bagus bener sesuai deskripsi dan fungsi2nya jalan semua. sukses selalu buat penjual dan resellernya.,5,0
performa: bagus kualitas pengerjaan: cepat performa sistem: lancar,5,0
gila....mewah barangnya. connect cepat. puaslah. mudah2an tahan lama. tinggal gonta ganti strep aja biar nggak bosan. trus kemasan full burble warp,5,0
performa: recommended kualitas pengerjaan: recommended performa sistem: recommended,5,0
pengiriman cepat. barangnya bagus. semoga awet dan berfungsi dengan baik,5,0
"performa: baik performa sistem: cukup memuaskan, & smooth pesan malam besok sore nya sampai. produk mendarat dengan baik, tidak ada kecacatan sejauh ini aman.",4,0
barang sdh sampai sesuai pesanan berfungsi bagus saya suka smoga awet,5,0
"alhamdulillah 8 hari tiba safety paket rapi & aman outdoor sport watch : keren, mudah digunakan terima kasih tokonya terima kasih j&t rekomended da'best",5,0
performa: best kualitas pengerjaan: best performa sistem: best,5,0
performa: ok kualitas pengerjaan: bagus bagus dan ok,5,1
"gokil, keren abis ini jam. gak sesuai dengan harganya. terlalu keren ini mah 😀",5,0
"performa: mantap betol berat pas, keren, batrai super awet 🤣",5,0
"keren batrey awet kayak jam 5 jutaan,bingung aja conec wa setelah bergadang semalaman bisa juga setingnya strava conec..klau turun lamborghini orange pas kalilah pakek ja...",5,1
"saya kehilangan garmin 55, dan sudah lama berlari tanpa sportwatch. sekarang supercalla mengembalikan semangatku, dengan fitur yang lebih banyak daripada arloji sebelumny...",5,0
bagus dan sesuai deskripsi... semoga awet...,5,0
"baguss kualitas blum di cobaa, mantap bngt datang dngn aman, dan cepatt, soal kualitas blum di coba sii",5,0
"behhhhh bintang lima, gpsnya akurat banget bisa di share ke strava juga kalo gw yang yang paling berguna sih senternya",5,0
masya allah alhamdulillah setelah menunggu lam akhirnya sc onysnya sudah di tangan mantap sekali barangnya...,5,0
performance: keren sih mantap quality of work: blm di coba secara detil tp sekilas akurat system performance: bagus sih gerak nya smooth serasa sw mahal wkwkkw,5,0
trimkasih orderan sy sdh sampai k tgn sy jamnya keren parah sy suka sekalii😍😍 penjualnya amanah pdahal sy sdikit was² krn sy sdh lunas pmbyaran d muka yg hampir sejut...,5,0
mkasih sudah diterima dan berfungsi dengan baik🙏,5,0
berfungsi dengan baik tadi dipake tes running hasilnya presisi 🔥,5,0
"respon jam cepat, akurat kualitas material bagus, tampilan mewah dan terlihat mahal pengiriman cepat",5,0
beli ini udah paling bener jangan tergoda yg murah-murah,5,0
"sangat puas, barang original dan seller pun fast respon. terimakasih semoga awet",5,1
"barang okee, kualitas mantap, seller good komunikatif terjadi sedikit kendala tpi komunikasi seller open. mantap",5,0
"barang mantap, besar tp tidak berat. build quality bagus dan gps akurat. recomended lah setelah menunggu lama",5,0
"respon seller cepat, barang sesuai deskripsi dan berfungsi dengan baik",5,0
"untuk produk oke overall, moga2 awet yah pemakaian lama, baru bisa bilang baguss",5,0
"alhamdulillah barang sudah sampai, dari segi fisik mantap poll, semoga gps akurat dan awet",4,0
"barang berfungsi dengan baik, packing rapih, pengiriman cepat,",5,0
"mantap sekali kualitas nya, udah di pake kurang lebih seminggu an, batere masih sekitar 50% an dari kotak..",5,0
performa: nyoss kualitas pengerjaan: josss performa sistem: jissss mudahan awet dan tahan lama,5,0
"jam oke, sementara berfungsi dengan baik, untuk gps belum di coba",5,0
"performa: alhamdulillah produk sesuai sama apa yg sering di promosikan di vt² kualitas pengerjaan: bahan bagus , gaj berat enak d pergelangan tangan semoga awetttttttt, w...",5,0
"performa: bagus performa sistem: ya bagus sejauh ini seminggu baru habis batre 20%,semoga awet jam nya..",5,0
keren ini onyx. saran di tamba lagi temanya 🙏,5,0
"terima kasih, paket diterima dg baik, cukup ringan, nyaman dipake, masih blm dicoba fitur"" nya",5,0
"cakep parah, fitur lengkap sisa mau ngetest gpsnya doang paling",5,0
"keren, kualitas nya bagus, berfungsi dengam baik, semoga aweett",5,0
"seller fast respon,pengiriman cepat,barang super keren fitur lengkap",5,0
"jam nya keren bngettt,, berfungsi dengan baik. baru dihidupkan baterai juga sudah full the best lahh pokok nya🔥🔥🔥🔥",5,0
"keren mantappp, fitur lengkap sperti yg jutaan",5,0
"packing aman, barang berfungsi dengan baik",5,0
"barang sampai , berfungsi, sesuai ekspektasi",5,0
performa: berfungsi dgn baik kualitas pengerjaan: mudah di operasikan performa sistem: smoga awet,5,0
"bagus, pas di tangan saya kecil. besok buat lari semoga awet",5,1
barang baru sampai. body jam oke sesuai iklan. penampilan keren banget (warna oranye). belum dites gps dan anti airnya. semoga awet.,5,0
performa: ok kualitas pengerjaan: ok cocok untuk olahraga dannkegiatan outdoor lainnya,5,0
"mantap , penjual fast respon . jam juga sesuai . semoga awet",5,0
sdh dinyalakan... sdh konek dg hp... sdh dipake... saat memakainya terasa beratnya pas... suka krn berasa mmg sedang pake jam tangan...,5,0
"bagus dan berfungsi dengan baik, semoga awet jam nya",5,0
"bagus, ternyata gak besar2 bgt pas ditangan, mantaaap, semoga awet.",5,0
keren bagus sangat performa: bagus kualitas pengerjaan: rapih performa sistem: bagus,5,0
"sumpah diluar ekspektasi banget menambah kegantengan ini mah keren supercalla, layarnya enak dipandang, dibawah terik mataharipun masih oke",5,0
"good,ganteng, performa: belum dicoba tahan air apa tidak kualitas pengerjaan: mantap performa sistem: good belum tau udah military grade apa belum.",5,0
performa: bagus kualitas pengerjaan: bagus performa sistem: bagus,5,0
"pengiriman cepat, pengemasan bagus, dan jam nya ga kaleng² serasa beli smart watch harga diatas 3 jutaan.. keren banget 👍",5,0
mantap dan cepat sampai bergeraransi 1 tahun,5,1
performa: good performa onyx recommend 🫵,5,0
performa sistem: baik kualitas pengerjaan: bagus performa: baik,5,0
dari segi packing aman bgt pengiriman cepat barang diterima kondisi baik dan berfingsi semua... semoga aja awet dipakainya,4,0
pelayanan seller memuaskan.. kualitas smartwatch melebihi harga.. terima kasih min 🙏,5,0
"mantap pengiriman cepat , cus langsung pakai bekerja .. hehehe",5,0
luar biasa jam tangan nya keren . elegan . enteng dipakai . cepat sekali pengiriman . performa: luar biasa bagus rapih elegan,5,0
"barang datang ok ini baru saya charge, dari 100% tadi malam tapi ini kondisi jadi 20%, gmn solusinya",3,1
performa: gps baguss kualitas pengerjaan: rapi performa sistem: baguss,5,0
performa: jam bagus sesuai pesanan puas pakai dengan harga di bawah 1 jt,5,0
murah meriah baguuss...build quality nya sangat ok,5,0
"mantapp sesuai mudah mudahan awett, kerenn mau coba fitur gpsnya 😁",5,0
performa: mantap bagus banget kualitas pengerjaan: bagus,5,0
"nice keren fitur juga banyak, belum coba pakai olahraga semoga akurat semua👍, seller ramah barang langsung di proses mantap",5,0
barang sesuai ekspektasi. packingnya rapi banget. pengirimannya juga cepat.,5,0
performa: bagus kualitas pengerjaan: bagus performa sistem: good suka,5,0
"barang bagus, pengiman aman dengan bubble wrap tebel",5,0
"barang bagus, packing rapih . jam sangat recomended",5,0
mantap performa: bagus kualitas pengerjaan: cepat,5,0
"barang sampai dengan selamat dan berfungsi dengan baik, mudhn awet",5,0
mantep sih kece bgt meskipun pergelangan tangan kecil,5,0
produk yang bagus pelayanan penjualan yang xcelet super sekali 👍👍,5,0
yg disesalkan sistem pengiriman tokopedia nya. tau gitu gakan pakai free ongkir. jakarta bandung 6 hari dong. dilempar2 kurir. untung barang aman,5,0
recommend banget buat yang sering outdoor an..,5,0
kualitas nya ga usah di tanya sih. liat review aja bre. pengiriman toko nya cepat bgt best,5,0
barang dtg pas dgn jadwal saya berenang jd langsung tes ketahanan air kedalaman 250cm aman bgt matap poll dah,5,1
"paket diterima dengan aman, jamnya bagus sudah saya uji hasil gpsnya hasilnya oke, semoga awet",5,0
performa: keren kualitas pengerjaan: bagus performa sistem: bagus,5,0
proses kirim cepet bgt dapet promo ongkir gratis pakai sameday,5,0
alhamdulilah mendarat dengan selamat packaging mantap smartwatchnya juga gila kerem abis onyx,5,0
"performa mantap, kualitas pengerjaan mantap, terimakasih supercalla onyx,",5,0
"ini cara pakai nya gimana guys 😭😭😭😭 gara"" ikut""an malah gk tau fungsi nya hanya tau jam doang 🗿🗿🗿🗿",5,0
performance: 🔥🔥🔥 quality of work: 🔥🔥🔥 system performance: 🔥🔥🔥 semoga awet aja,5,0
bagus brgnya...cuma janji d live bonus strapnya..tpi tdk ada dlm kotak..,5,0
performance: mantap quality of work: keren system performance: awesome,5,0
saran gue jgn beli onyx sering mati tiba²😭,3,0
bagus batrei awet poll tp bahan ringan poll semoga awet,3,0
performa: bagos kualitas pengerjaan: rapi kompact kokoh,5,0
performa: mantapp bagus dan bekerja dengan baik,5,0
"pekingan mantap rapi aman, pokoke mantap.... memuaskan",4,0
"performa: belum di coba semoga sesuai dengan apa yg di iklankan kualitas pengerjaan: packing aman, dengan buble wrap, paket pengiriman lumayan cepat",5,0
baguss bangett rekomendasi banget buat jam ini,5,0
performa: bagus dan rekomendasi,5,0
onyx mantap..lingkar tangan sy 16cm tetap oke..pengiriman cepat,5,0
performa sistem: rekomendasi buat pemula yg make smartwatch,4,0
"barang sesuai pesanan, keren bangett jamnya semoga awett",5,0
istimewa wa wa wa wa connect strava mudah baterei awet,5,0
"jamnya keren, pengiriman cepat, pesan malam, sore sudah sampai , packing rapih",5,0
kualitas barang bagus👍🏽👍🏽👍🏽👍🏽,5,0
kualitas pengerjaan: bagus performa: keren bgt performa sistem: baru beli jd blm trll tau,5,0
di terima dengan kondisi baik sesuai dengan pesanan supercalla onyx keren terimakasiih,5,0
kualitas pengerjaan: sangat luar biasa performa: mantap,5,0
bagus banget sih. mudah²an awet dan akurasi tetap akurat.,5,0
good responds.,5,0
sangat bagus sekali sudsh d coba dan sesuai ekspektasi,5,0
"sesuai pesanan,tampilan ganteng poll,semoga awet aja",5,0
barang produk lama yg belum update firmware terbaru seharusnya sudah os kriki v0.0.6,3,0
performa: bagus semoga jam tangan ini awet,5,0
"supercalla onyx mantap keren, ga usah banyak mikir ini itu co aja",5,0
jamnya bagus bang at. pkoknyan nga nyesal beli,5,0
"recomended seller, fast respon",5,0
"keren jam tangannya, pengirimannya cepattt, packagingnya oke. jd klo suka jangan ragu"" klo mau beli.",5,0
mantap barangnya bagus 👍,5,0
barang diterima lebih cepat & dalam keadaan baik 🔥🔥,5,0
cukup oke pelayanannya👍🏻,5,0
performa: bagus banget barang sudah diterima dengan selamat. semoga awet. cakep bgt sih ini smartwatch,5,0
"barang sampai dengan selamat,tapi melebihi estimasi pengiriman kurir sicepat buruk sekali",5,0
performa: baguss bangett pengiriman cepatt,5,0
untuk sementara ini masih bagus,5,0
barang sesuai kualitas ok lah ini,5,0
mantap pesen malem siang dateng,5,0
"jam tangannya bagus, keren dan berkwalitas",5,0
"performa: pesanan sdh sampai, keren euy jam nya, thanks seller & kurir",5,0
performance: nice quality of work: nice,5,0
insyaallah bagus dan tetap bagus,5,0
mantap sih pengirimannya cepat semoga awet,5,0
bagus bat supercalla onyx ini. terimakasii smartwatch hub!,5,0
"respon cepat, seller ramah dan kooperatif, barang sesuai deskripsi, kualitas oke banget. terima kasih",5,0
performa: bagus sesuai ekspektasi kualitas pengerjaan: sangat elegan performa sistem: bekerja dengan baik terima kasih untuk admin yang sangat responsif ketika di chat🙂,5,0
"mantap, puas banget👍👍👍",5,0
"bagus, mewah di kelasnya. puas gayanya.",5,0
"barang original dan berfungsi dengan baik. untuk ketahan dan awetnya belum tau, kita lihat nanti berapa bulan kedepan.",5,0
mantap... packing aman bgt walopun g pakai plester fragile... wkwkwkwk...,5,0
performa: mantap kualitas pengerjaan: keren performa sistem: bagus seller gercep kualitas barang ga perlu diragukan. saya sebelumnya pakai supercalla p106 sudah setahun d...,5,0
"produk sesuai, ori dan berfungsi dengan baik tanpa cacat. kereeeeeeen",5,0
performance: batre tahan lama kalau aod mati. quality of work: kualitas bagus. system performance: berfungsi baik.,5,0
"brg dikemas dgn baik, berfungsi sesuai deskripsinya, smart watch yg bagus dgn harga terjangkau",5,0
mantaappp. fast respond. makasih ya,5,0
"sejauh ini bagus, entah itu baterai layar performa ataupun fitur nya, keren",5,0
performance: cakep quality of work: bekerja normal,5,0
"jam nyaa keliatan baru,cuman tombol samping jam nya kalo mau kembali kemenu harus benar"" pas di pencet klo gak gak bisa kembali ke menu nya,cuman blm tau,btlan tahan...",5,0
"performa: model keren dan sporty,cocok buat yg suka stylish dan berkelas kualitas pengerjaan: bahannya premium untuk kelas di bawah 1 juta tidak mengecewakan",5,0
performa: bagus kualitas pengerjaan: bagus rapi dan kokoh paket sudah sampai packing rapi..barang aman tidak ada yang rusak. barang realpict dan amanah,5,0
performa: bagus kualitas pengerjaan: high quality,5,0
sangat bagus dan berfungsi dengan baik. pengiriman super cepat.,5,0
"performa: oke banget, lancar kualitas pengerjaan: bagus performa sistem: lancar semoga penggunaan nya awet",5,0
"barangnya datang sesuai dengan pesanan,respon penjual cepat pakingnya aman barang berfungsi dengan baik",4,0
baterai sangat awet krn bs di turn off jamnya saat tdk digunakan. pokoke puassss !!!,5,0
semua fitur berfungsi normal. semoga awet 🤲,5,0
"barang sudah sampai dengan baik, kondisi barang bagus kwalitas istimewa",5,0
fast respon dan memang terbaik nih jam untuk harga dan fungsi nya,5,0
sesuai ekspestasi...bagus barangnya,5,0
"performa: buruk dengan harga segitu harusnya bisa lebih, layarnya ada yg tidak terang, cenderung buram di bagian tengah, beda dengan sisi lainnya, baru pake seminggu lay...",1,0
"mudah2an awet sampai bertahun tahun, dan juga untuk garansi mudah2an tetap berlaku hehe",5,0
"barang sdh diterima dlm keadaan baik, seller fast respon. semoga awet",5,0
performa: baik kualitas pengerjaan: bagus performa sistem: amanah,5,0
performa: bagus kualitas pengerjaan: detail dan rapi performa sistem: bagus,5,0
performance: bagus quality of work: bagus,5,0
"barang asli tersegel, dg kemasan dan pengiriman yg baik",5,0
performa: bagus kualitas pengerjaan: rapi performa sistem: bagus,5,0
performa: baik kualitas pengerjaan: bagus performa sistem: oke,5,0
performa: keren ori sampai dalam kondisi baik,5,0
"performa: cepat, fitur mantap",5,0
performa: oke kualitas pengerjaan: mantap performa sistem: oke dan sesuai dengan yg ada di vidio,5,0
"performa: good banget performa sistem: sesuai dengan tampilan, bagus banget dan kereeen",5,0
alhamdulillah sampek dengan aman fitur aman,5,1
jam tangan aku mati.bgt di cash nga hidup.bgm y,3,0
kualitas pengerjaan: oke performa: bagus performa sistem: josjis,5,0
lumayan bagus… pelayanan baik,5,0
"mantap, pengn punya jam g***** tp g kesampaian. tp dengan fitur dll g kalah dengan yang mahal👍👍👍",5,0
sudah dcoba sesuai semoga awet pas dtanganq,5,0
oke jamnya. sangat membantu aktivitas sehari-hari plus olahraga,5,0
performa: keren kualitas pengerjaan: rapih performa sistem: fitur lengkap,5,0
barang sampai tepat waktu barang nya mantap berdungsi dengan baik,5,0
mantap...barang sesuai iklan,5,0
bagus dan worth it..untuk pergelangan kecil recomended,5,0
kualitas pengerjaan: bagus sekali performa: sesuai dengan permintaan,5,0
barang bagus semoga. ermanfaat,5,0
performa: mantap kualitas pengerjaan: oke performa sistem: josss,5,0
"murah dan keren, hanya watch face nya sangat sedikit.",5,0
"performa sistem: smartwatch keren dan berkualitas, fitur lengkap. cocok utk pria yg ingin tampil gagah dan sporti",5,0
performa: bagus bismillah menunjang hidup sehat dan awet,5,0
barang udah sampai mantap pengirimna cepet banget,5,0
capek,5,0
"baru 1 kali pemakaian, blum bisa menjelaskan detail",5,0
"u have to buy it, if ur money just around 700-900 rupiah, and if u want the best smartwatch in under 1 million",5,0
bagus sih model jam nya cakep....tp syg spt bysa fitbeing pilihan watchface nya sdkit dan jelek2....,5,0
"asli keren banget smartwatch nya, built quality 💯 thx seller💯 thx tiktokshop 💯 ⭐⭐⭐⭐⭐",5,0
performance: good quality of work: good system performance: good,5,0
barang sudah diterima dan sesuai pesanan,5,0
alhamdulillah bagus dan amanah barang dan tokonya,5,0
performa: mantap kualitas pengerjaan: oke,5,0
barang bagus pengiriman cepat kurir ramah,5,0
"barang diterima sesuai jadwal, & tepat waktu hasil memuaska.",5,0
